symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
LOC647946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMND5A,222,1,1,5,95,2,6,21,234,2,2,299,0,557,9,0,1,20,4,5,4,1,0,1,6,1277,37,4,0
LOC647979,4,3,724,13,226,3,19,319,83,238,19,37,4,8,0,150,4,7,1,0,2238,1198,1,134,179,1,1,520,643
DEPTOR,0,0,73,0,0,0,0,3,340,293,0,0,2,0,0,0,2,2,0,0,0,0,0,27,3,0,0,1,0
IQCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMI1,69,4,214,1207,71,1,0,119,59,684,122,189,0,226,1,0,0,35,1,2,0,19,2,730,0,0,13,4,0
ST6GAL1,2,0,0,0,26,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,179,0,0,0,575,0,1,123,1801
EFCAB6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARV1,0,0,1,1,653,0,0,0,257,587,0,0,4,0,2,0,0,1,0,0,0,0,0,357,0,0,21,0,19
NMNAT1,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,1,1,0,0,0,0
P2RY12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,466,0,0,23,0,0,0,0,0
IL25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,313
CYP3A43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,0
ST3GAL1,5120,16,846,754,0,5,1,510,609,389,4651,1862,7,2019,2,4,0,2,0,2,3079,30409,3,1409,52,5321,560,2102,835
ST3GAL2,0,0,0,0,3,0,0,0,0,0,0,0,0,147,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ELOVL1,0,0,0,405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,542,0,0,1,0,0
KLC2,0,0,8,0,0,1,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0
FNDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
FBXL17,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
ST3GAL4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,10,122,0,0,0,0,0
PORCN,0,0,631,0,0,0,0,0,0,661,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNPNAT1,0,0,0,171,140,0,0,2,0,167,10,0,0,15,2,2,0,0,0,0,1,0,16,2023,1,19,3441,0,0
ISL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
MARCH7,101,3,2,19,10,0,0,284,0,86,4,0,0,0,2,0,0,0,0,0,0,0,0,5,121,0,1,9,108
SPATA20,0,0,293,145,48,5,0,556,200,1363,3618,61,288,0,0,0,0,1,0,0,0,0,3724,919,0,0,1,1,0
YTHDC2,0,0,0,0,32,0,0,0,0,3,0,0,0,116,0,0,0,0,1,0,0,0,3,467,1,0,0,1,0
SLC13A3,0,0,0,25,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0
AGXT2L1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUT1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
AIDA,66,3,0,3,545,2,48,832,28,892,705,90,4,270,0,0,0,7,1,0,191,4,1,507,1,10,1,16,1
USP46,0,0,167,0,0,0,2,725,0,185,0,0,3,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
FAM129B,0,0,280,30,118,0,0,74,0,83,179,16,1,121,0,0,0,0,0,0,0,0,601,214,0,0,1786,0,0
VWA1,0,0,37,0,7,0,0,30,90,1,10,0,0,0,0,0,0,0,0,0,0,0,2,168,3,1336,0,0,0
PLEKHG2,0,0,227,0,0,0,0,4,1,0,0,0,0,0,0,6,0,0,0,1,0,64,0,0,17,0,4,0,0
DCLRE1B,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
OBFC2A,0,0,0,19,0,3,1,6,0,0,1,0,0,0,0,1,2,4,1,1,99,1,0,0,9447,0,0,12044,9
ARMCX5,0,0,0,149,173,3,0,0,0,385,231,0,1,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,1907
METTL4,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,0,0,3,0,425,0,0,5,0,0,0,0,0
RFX7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0
CDCP1,0,0,1388,12,16,0,0,315,0,1021,224,19,1,1,4,0,0,2,0,0,0,0,962,558,2,5,0,5,4
LOC648691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0
ACTG1P4,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,1,0,2,1008,1
PPP1R3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCDH20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST8SIA1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
PAPOLG,0,0,0,0,25,0,0,0,0,4,1,0,0,129,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
C12orf43,0,0,30,73,10,0,0,0,0,370,0,5,3,0,1,0,0,0,0,0,9,0,1,4,0,0,0,1,1
BMP1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
PMEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPIN3,0,3,0,0,1,0,0,0,13,651,0,57,2,57,0,0,0,0,0,2,0,0,10,89,0,0,1,0,0
RANBP17,0,0,0,0,0,0,0,0,0,1154,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AGXT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIL,0,0,0,0,55,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,1,0,0
BCL11B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASD1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,136,0,1,0,0,0
LRRC19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0
SLC30A5,0,1,1,0,38,0,2,0,0,1,0,0,4,0,0,0,2,6,0,1,0,6,1,7,1,0,0,0,19
CCDC71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
RASAL3,0,4,0,0,13,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,5,0,0,0,0
TTC23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MRPL14,3,0,165,1209,488,0,0,260,456,344,1085,230,1,852,3,1,0,0,0,0,0,0,3523,718,0,0,0,4,0
SIM2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC649330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIPA1,0,0,35,0,0,1,1,7,0,8,0,1,2,0,0,0,1,0,1,0,0,0,0,32,6,2392,99,1,0
STAG3L4,0,0,0,0,3,1,0,3,0,0,0,1248,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0
NT5DC2,0,1,1,10,25,0,1,896,6,267,0,397,1,0,0,70,1,0,0,2,281,13,2,609,3,3,0,1,529
FLJ35776,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
CENPH,130,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
MRPS26,0,0,50,1191,48,3,0,7,1020,719,975,519,3,50,2,0,0,0,0,0,0,0,5678,1068,21,8945,2,1,0
SIX1,0,0,0,0,5,0,0,1,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS24,15,0,0,1,168,1,2,637,2,2064,305,0,11,0,4,0,0,38,2,0,2,0,3,1170,2,2,1,0,0
SIX3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS15,0,0,810,684,361,1,0,31,0,11,0,1,0,3,1,1,3,1,0,1,0,0,5,2954,5,22,1,1,1
MRPS11,0,0,11,1316,305,0,0,0,5,0,501,0,0,0,1,0,0,0,0,0,0,1,2,631,0,535,3,0,0
MRPS9,0,0,3,641,6,0,0,44,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,78,0,1,0,0,0
MRPS6,0,0,1601,1709,172,0,0,79,0,778,1438,146,2,573,3,0,1,0,0,0,0,0,12,1435,3,16,4,0,0
MRPS5,0,0,0,56,251,2,0,127,0,1,1,0,1,473,0,0,0,0,0,0,0,0,2,120,0,0,1,2,0
SKI,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,50,18,0,0,0,0,0
MRPL41,1,0,0,30,5,0,0,154,3,3,0,10,0,9,0,0,0,0,0,0,0,0,0,246,10,167,0,0,0
MRPL40,0,0,0,0,137,1,0,0,0,66,0,309,2,0,1,0,0,0,0,0,0,0,1,6,1,0,51,0,0
MRPL38,0,0,103,499,114,0,0,42,1,174,1,26,0,0,3,0,0,0,2,0,0,0,1,381,0,0,0,0,0
MRPL36,0,0,267,29,60,0,1,18,0,102,189,0,0,0,0,0,0,20,2,0,0,0,1,815,0,28,0,0,0
SKIL,0,1,1,311,47,0,0,1,5,73,0,2,0,0,0,642,0,0,0,0,0,0,3,13,0,0,0,0,1
MRPL34,0,0,0,10,95,0,0,91,0,315,0,5,2,12,0,0,0,0,0,0,0,0,3,307,0,2,8,0,0
MRPL32,0,0,18,573,337,1,0,278,1,33,0,68,2,26,3,423,1,5,2,0,0,0,0,326,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKIV2L,0,0,9,158,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,0
RPL23AP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP1,93,7,2452,1743,618,18,319,266,663,3094,4688,2422,19,756,24,2,13,3,3,3,530,1,1118,4264,9,930,749,5,68
MRPL11,3,0,0,0,105,2,0,3,10,1028,1254,1146,6,90,0,1,1,0,0,0,0,0,4,898,3,10,1,0,1
MRPL9,11,0,1096,467,1127,2,0,8,0,657,32,3,0,0,6,0,2,2,0,2,0,0,0,306,1,99,150,0,3
MRPL1,19,0,0,0,89,1,0,0,0,15,444,1,1,0,0,0,0,0,1,1,0,0,1,270,1,0,0,0,0
NDRG4,0,0,0,0,0,0,2,157,0,7,0,2,0,250,0,0,0,0,0,0,0,0,3,116,0,0,279,1,0
SLC26A6,0,0,0,0,22,0,1,0,0,7,0,0,0,182,0,0,0,45,2,1,0,0,4004,615,4,7,1689,1,0
SLC26A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PINK1,70,1,14,1736,188,2,4601,224,5261,405,1413,1866,1,8250,2,60,2,0,0,2,996,2,3,34,0,10,2,2748,9
SKP2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
LOC650293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0
LOC650368,0,0,0,0,8,0,8,0,0,0,0,2,0,0,0,0,3,0,0,0,3,3,1,15,0,0,2,0,18
SLAMF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,5,0,0,0,0,0
SLC1A1,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1013,0,0
REEP1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,82,0,0,427,19,8885,0,0,1
GPBP1,240,1,305,613,138,3,0,698,229,421,105,91,2,846,0,0,1,0,3,0,0,2,0,125,1337,1,947,5,1
ACD,0,0,320,0,14,0,0,0,0,12,0,910,0,50,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0
RAPH1,0,0,984,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,228,0,0,0,99,0
SLC1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0
CDK15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM237,581,2,392,253,49,0,0,0,0,187,0,67,2,0,0,2,5,0,0,0,0,0,0,2,0,0,0,1,0
LOC650623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NBEAL1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ABCA17P,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTN4R,0,0,16,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SLC4A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
MRPL44,0,0,113,0,336,0,1,0,0,0,225,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0
VPS33A,0,1,798,0,396,0,2,16,3,8,27,6,0,1,0,0,0,3,3,0,57,31536,96,1333,0,4,25,1,0
NOL6,0,0,0,0,184,0,0,19,8,13,0,0,0,0,1,0,0,0,0,0,0,0,14,110,0,0,0,0,0
TMEM135,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1436,0,0
SLC1A4,6427,26,430,3123,139,2,0,948,3,0,1812,436,3,31,3,0,1,15,1,0,0,1,35426,1459,1,1,108,0,0
JMJD4,0,0,6,377,33,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,58,0,0,32,0,0
KRI1,0,0,0,0,214,0,0,30,11,240,12,0,1,93,0,137,0,12,3,1,0,0,9,664,0,1,0,0,78
BMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC1A5,110,0,1349,479,1044,0,8,13,262,374,1328,1764,2,1826,2,0,0,0,0,1,19,41,5606,1829,14,7350,8626,7,0
MARCKSL1,0,0,311,40,135,0,0,0,0,31,0,0,44,15,0,0,0,14,1,1,0,2,2,133,0,1,1,0,0
UPF3B,1,0,0,1,11,1,0,1,1,673,0,0,2,562,0,0,0,0,0,0,0,1,15,113,1,0,1,3,0
SLC1A6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPF3A,806,6,47,0,5,6,2,9,169,7,0,158,0,426,1,1,0,8,1,2,2810,3,3,315,0,1,5,4,16
RSRC2,0,4,518,391,225,3,3,3542,191,1,0,279,2,1644,2,1,6,2,3,6,99,32636,2,220,4,2,1,8,3754
SLC1A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTS3,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,20,6,0,0,1,0,0,0,0,10,0,0,0,0
SOWAHC,62,2,0,13,2,0,0,1677,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNK1,104,2,168,10,315,5,15,379,3004,606,35,6991,5,6377,4,0,10,0,0,1,835,1,1286,599,14888,6,1,25,1
LRRC37A16P,0,1,5,626,393,4,0,12,16,2469,2787,1510,9,112,0,0,2,0,2,0,2196,1,1392,2397,5,1656,529,1,0
SLC2A1,0,1,344,8,537,0,0,3666,1299,387,1267,111,0,967,5,0,2,2,2,0,0,2,69,489,2,9,13,2,0
ZNF192P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A3,2,10,3,7,4,23,9,21,82,2,2,19,8,3,6,4089,11,19,21,477,62170,44353,2,100,83651,2,4,13903,16231
SLC2A4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SLC2A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC3A1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,3,0,0,0,0,0
BMP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,121,0,1,134,0,0
SLC3A2,0,0,991,899,593,0,1,4444,320,438,646,78,3,1243,2,0,0,0,1,0,7,1,14466,1795,0,9,33,4,492
SLC4A1,17191,122,9,1337,1141,12,7681,260,11543,1336,2466,2169,12,6734,8,12,4,1,8,3,4,6,0,1,1,76,0,25,4
PCDH15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SLC4A2,19,1,0,0,1,0,0,469,5,316,0,0,0,0,0,0,0,0,0,0,1,0,2271,983,0,0,5,0,0
NADK,0,0,261,0,53,1,0,0,10,1,225,0,0,74,0,0,0,1,0,1,0,0,3,350,0,2,29,0,0
LOC652276,0,0,2,395,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,13,2,0,22,10,1,88,0,0
SLC5A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A2,0,0,80,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ZNF643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATS2,0,0,0,0,59,3,1,5,0,1,2,167,1,72,1,0,1,2,1,1,2426,1,19,75,1,1,0,1,119
ZSWIM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMTN,0,0,4,394,0,0,0,50,7,162,0,1,1,446,14,0,0,1,0,0,139,4543,0,80,31261,0,153,255,2335
C5orf42,0,5,0,0,29,1,0,0,0,258,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0
ZNF649,0,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,242,0,0,2,0,0,0,0,0
MPPE1,0,0,0,0,2,0,0,148,0,0,185,752,0,1,1,0,0,1,0,0,0,0,0,497,0,0,0,0,2
SLC5A3,0,0,88,106,196,0,0,16,0,0,9,9,0,15,16,0,5,0,0,0,0,0,219,65,0,0,0,0,0
SELRC1,0,0,0,0,0,0,0,0,0,706,116,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
PYCRL,5,0,0,16,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,1,70,0,11,0,0,0,1,0
UBE2Z,0,0,125,120,236,1,5,18,49,4,126,243,2,172,0,0,0,0,0,0,78,0,1390,1443,4,2019,96,0,15
C8orf33,59,2,0,26,104,2,19,904,139,6,194,844,1,0,3,0,0,0,1,0,0,1,9,122,0,0,0,0,0
WNK4,0,2,23,1,143,0,3,24,0,0,58,1,0,1,0,3,3,0,3,1,0,0,0,2,0,0,0,0,0
WNK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WNK2,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,145,1,1
SLC5A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,35,0,1,0,0,0
SLC6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATSL3,0,0,301,0,16,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCA1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SLC6A3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM86FP,56,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZBTB8A,0,1,1,0,163,1,2,1,0,395,0,10,2,0,0,18,1,0,0,39,5,13,0,2,1,0,0,1,28
PTPN20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2orf84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPSAP9,4,0,0,0,6,0,0,5,1,9,3,4,0,1,0,0,0,0,0,0,0,0,3,16,0,14,4,0,0
GUSBP3,0,0,4,1,20,0,0,0,0,1,0,69,1,1,0,24,4,0,0,1,1,127,162,3,0,0,3,0,5
ABCC6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2067,1,0,0,0,0,0,4063,1539
GTF2H2B,0,0,48,0,33,0,0,0,0,0,0,0,1,0,0,52,0,0,0,0,32,0,0,2,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT47A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A6,0,1,0,0,0,0,0,0,3,11,0,217,3,0,0,0,0,1,0,0,1194,2,0,82,0,0,0,1,671
ASAH2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM153C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0895L,0,0,0,0,84,1,0,18,0,0,1021,1336,1,271,1,0,0,0,0,0,0,0,0,190,1,295,2,1,0
FAM86B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
