,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
LRRC31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275,0,0,0,0,0
RGS11,0,0,0,0,0,0,18,0,349,632,0,1,24,0,0,0,0,416,283,0,0,0,0,0
ACAT1,0,0,0,0,760,0,0,0,317,0,0,2,0,1,0,0,0,3,212,0,3,0,1,0
TARS2,0,0,0,0,62,0,0,0,356,168,0,1,0,0,0,0,0,0,1,0,3,0,0,0
FIBCD1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,606,1,1,0,0,0
SNORA31,0,0,0,0,19,0,645,30,0,0,0,0,0,0,1,25,0,0,33,0,4,1,0,0
JAG2,0,0,320,0,0,0,13,0,218,0,0,0,0,0,0,0,0,57,177,0,1,0,0,0
SERAC1,1,0,464,2,136,1,30,2,202,641,221,2,22,2,1,3975,1,2,0,13209,4,6327,3,780
KCNMB4,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,26,0,0,0,12,0,0,0,0
PRRC1,0,0,1,219,319,0,127,0,16,0,0,1,86,0,0,0,0,2869,49,0,8,4781,0,0
ANKRD13C,0,0,0,0,201,0,0,0,0,0,0,0,55,0,1,0,0,0,1,0,0,0,0,0
SF3B5,0,0,642,1149,255,0,15,4,1499,15,1264,13,1,0,0,0,0,7240,638,2,1,2440,1,0
TMPRSS11BNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0
DBF4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0
MYOF,0,2,1467,61,245,0,1077,2,18,447,0,0,379,0,0,0,1,0,0,0,0,0,0,0
ST6GALNAC1,0,0,0,0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IPPK,0,0,3,219,13,0,3,0,25,1619,0,2,0,0,0,0,0,0,237,0,1,1203,0,0
PRMT10,0,0,0,0,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
USP2,0,0,0,0,21,0,12,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLG1,0,0,2,461,407,0,464,707,357,0,0,1,614,1,5,0,2,17,2287,0,5,1,521,6
CSRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,345,0,0,0,0,0
SCGB1D1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf168,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SGCB,0,0,0,0,2,0,0,0,248,0,0,1,467,0,0,0,0,0,0,0,0,0,2,0
ABCA12,0,0,15,0,0,0,62,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACAD10,0,0,0,49,0,0,0,0,0,0,0,0,337,0,0,0,0,0,185,0,0,0,1,0
FBXW7,0,0,0,23,325,0,61,0,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,0
PPP4R2,0,0,1,0,1,0,0,1,0,362,69,0,74,0,0,40,0,0,0,0,0,0,0,0
PROCA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,0,0,0,0,0
CROCC,0,0,0,0,0,0,7,0,0,471,0,0,2,0,0,0,0,0,131,0,0,3,0,0
TEAD4,0,0,99,0,27,0,0,5,0,0,0,0,0,0,0,0,0,104,660,0,0,0,0,0
ARL2BP,0,0,0,0,255,0,0,0,32,0,0,0,0,0,0,0,0,209,13,0,0,0,0,0
SLTM,1,0,2,612,747,0,334,10,1134,379,14,5,236,0,3,1,1,5,115,3,0,2,3844,3687
LAMB2,0,0,22,0,191,0,684,1,523,487,28,0,1,0,0,7,0,0,0,0,0,0,0,62
GGT7,0,2,0,0,0,0,0,0,481,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
METTL12,0,0,0,0,119,0,27,1,5,0,0,0,0,0,0,0,227,0,2,1,5,0,0,0
AP4B1,0,0,137,0,39,0,0,0,30,0,0,0,0,3,0,0,0,2569,382,0,0,16,0,0
HOXB5,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,525,0,0,0
MRPL39,0,0,0,0,154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LPAR2,0,0,280,677,78,0,4,0,156,557,3,0,0,0,0,0,0,1275,731,4,0,2,0,0
ATG10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,8,0,35,0,1,1,0
WDR78,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
PSMD14,50,0,0,581,880,0,773,0,1223,2878,173,5,135,0,0,0,0,609,139,6,6,11617,1,0
OAZ2,0,0,1128,162,192,0,372,417,541,6,1359,5,976,1,0,0,0,2,692,16,10725,0,6,0
ZFP28,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB1,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP5,0,0,0,0,143,2,0,0,0,797,0,0,0,0,1,2,0,0,83,0,0,0,0,0
NUPL2,0,0,413,321,0,0,0,0,7,793,1,0,725,0,0,0,1,2,0,0,0,1,4,1
PTPN21,0,0,0,0,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C20orf118,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WRAP53,0,0,0,0,2,0,0,0,0,0,452,0,0,0,0,0,0,0,8,0,0,0,0,0
UMPS,0,0,1483,0,270,0,0,0,395,665,0,2,759,0,0,0,1,0,79,0,0,39,4,0
C1RL,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
HERPUD2,0,0,0,0,3,0,1,29,0,148,0,0,0,0,0,0,0,0,12,0,0,0,0,0
SMYD5,0,0,130,0,9,0,11,0,60,0,1029,0,65,0,0,0,0,2965,56,0,0,0,0,0
SART3,0,0,332,16,135,0,0,1,0,3,112,0,527,0,0,0,0,1,768,965,0,0,2,1
ERP27,0,0,14,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD3B2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0
ZNF710,0,0,47,21,22,0,24,0,0,0,0,0,0,0,0,193,0,423,53,0,0,0,0,0
RYR1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
FBXO27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,1,88,0,0,0,2
LOC606724,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHEK2,0,0,0,0,46,0,10,0,0,0,0,0,0,0,0,0,0,2,493,0,0,0,0,0
CUZD1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
MORC4,0,0,0,0,229,0,1,11,0,434,1,4,1,0,1,40,210,0,121,2,1,0,347,24
C9orf117,0,0,492,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,4,0,0,0
ATHL1,0,0,0,0,19,0,354,4,0,0,0,0,0,0,0,0,0,411,4,0,0,0,0,0
SNORD59B,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR7,0,0,0,0,54,0,0,0,51,0,0,0,0,0,0,0,0,0,237,0,0,0,0,9
SLMO1,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,2,172,0,0,0,0,0
KDM5B,0,0,2738,122,593,0,289,0,634,1588,0,5,92,0,0,0,1,1,370,0,4,1476,3,0
MRPS2,212,0,40,0,378,0,967,12,1047,137,448,3,939,0,0,0,0,7,1807,0,1,0,5,0
CXCL12,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIM1,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
KIF13A,0,0,104,0,25,0,634,38,144,45,0,0,0,0,0,0,0,0,20,0,0,0,0,0
OSCP1,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,34,0,0,0,0,0
WNT10B,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,2,0,0,0,0,0
DLGAP1,0,0,0,0,0,0,0,1,9,0,1,0,0,0,2,0,9,0,0,0,0,0,0,53
JUN,351,2,366,8,116,0,3162,1090,1,961,1,2,703,0,0,0,1,245,638,0,0,0,5,2
C14orf126,0,0,0,0,10,34,0,0,5,2,0,0,0,1,22,1,0,0,2,0,0,0,0,0
RAB18,183,1,2,164,521,2,178,37,308,1,341,0,0,115,0,0,3,0,332,3,1387,1,0,3373
DHX58,0,0,0,0,62,0,0,0,1,847,1,0,70,0,0,0,0,0,4,0,0,0,1,0
SUPV3L1,0,0,0,0,152,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
PTRHD1,0,0,148,0,60,0,2,35,0,0,0,0,115,0,0,0,0,2,183,0,1,0,0,0
C9orf100,106,0,6,193,200,6,4,156,7,142,0,0,0,1,0,937,1,0,38,0,0,0,0,20
TLR3,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDCA3,0,0,4,829,170,0,0,0,0,0,0,0,70,0,0,0,0,0,227,0,0,31,1,0
HMGA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0
CEP85,0,0,0,37,160,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
GPR55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
DIAPH2,0,0,0,0,106,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC728758,0,0,5,2,3,0,0,2,0,1,3,0,0,129,0,0,0,0,2,0,0,0,0,0
TTC14,0,0,100,0,299,1,0,0,90,0,0,1,1,0,0,0,0,2729,9,0,0,1,0,0
GALNT10,2,2,0,0,768,2,121,1223,0,1826,0,1,1363,2,6,1095,3,1,416,878,0,0,2,2
DNAH1,0,0,0,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,267,0,0,0,0,0
C19orf18,0,0,0,0,55,0,0,0,0,0,0,0,0,2,0,0,0,0,279,0,0,0,0,0
ALS2CL,0,0,414,0,0,0,70,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TWF2,0,0,57,5,9,0,0,0,17,0,9,1,0,0,0,312,0,0,0,0,0,0,1,61
ASF1A,0,0,220,18,33,0,0,96,55,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0
C14orf79,0,0,59,0,38,0,1002,3,593,0,0,4,0,0,0,0,0,708,197,0,0,0,0,0
SLC4A2,19,1,0,0,1,0,469,5,316,0,0,0,0,0,0,1,0,2271,983,0,0,5,0,0
BMP7,0,0,1,113,73,0,685,0,3,0,0,1,0,0,0,0,0,2,1962,0,1,593,0,2
USP32P1,0,0,0,0,0,0,1,9,0,0,0,1,2,2,0,52,0,0,0,0,0,0,0,0
GRB7,0,0,90,0,41,0,123,0,414,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0
ING1,0,0,0,206,0,1,1615,7,206,0,0,1,0,0,0,0,0,280,48,0,1,0,0,116
HS3ST6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,631,0,0,0
SNORD81,279,1,0,0,24,0,4,1,0,163,0,0,109,0,0,0,0,1,16,0,0,0,0,0
ROCK2,385,2,0,0,8,2,1,1,4,0,0,1,24,0,8,275,37,0,3,0,0,0,0,0
NEDD1,53,3,0,0,23,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
LINC00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0
LOC389332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0
WEE1,0,3,0,0,313,1,1355,190,1,1623,0,1,4,0,2,65,1,1,161,0,0,0,0,0
EBF4,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
CCDC167,0,0,0,0,3,0,11,0,8,0,1,338,11,2,0,0,0,3,527,0,77,0,2,0
RNF25,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,323,0,0,0,0,0
PFKFB2,0,0,0,0,0,0,254,0,0,0,1,0,0,0,0,0,0,1,73,0,0,0,0,0
ERN1,0,0,210,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100133612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249,3,0,0,10,52,1
ENPP1,3,0,0,0,0,0,6,0,1280,1767,0,5,1047,0,0,0,1,0,178,1,0,1,6,0
KLK14,0,0,0,0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F6,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,335,0,0,0,0,0
GPATCH1,0,0,0,166,21,0,0,0,0,1,0,0,0,0,0,0,45,0,0,2,2,0,0,0
FAM222A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0
SH3D21,0,0,0,0,0,0,2,0,0,460,0,0,0,0,0,0,0,0,53,6,0,1,0,0
ENPP3,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANCD2,0,1,0,0,51,0,0,0,0,0,1,0,0,115,4,2,0,0,15,0,0,0,10,0
C12orf10,0,0,1,0,88,6,0,37,1028,0,23,6,805,0,0,0,0,8333,823,1,1,7136,4,1
BCAT1,0,4,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FAM160B1,0,0,0,8,0,0,2,0,176,0,11,1,8,0,0,14,0,0,0,0,0,0,0,150
RCAN1,0,0,7,0,151,0,39,0,564,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0
SYCP2,0,2,0,0,0,0,137,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
NUP160,0,0,87,0,213,0,761,4,3,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
CATSPERG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0
KPTN,0,0,0,358,5,1,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0
MGC16121,0,0,40,557,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CPSF6,0,0,1,63,1055,1,15,287,1304,876,0,5,182,0,0,0,0,26,605,0,0,1,1,0
MCAT,0,0,0,0,33,0,76,0,0,38,0,0,0,0,0,0,0,1243,83,0,0,0,0,0
ALAD,0,0,129,0,159,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
CCAR1,0,76384,1247,1166,631,9,565,3,891,272,1592,3,10,0,4,3,4,4394,279,2,1,395,1,359
GIMAP2,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATF4,92,5,3712,1037,1421,73,7055,563,9435,8472,3303,27,1800,3,1724,8390,7280,44869,3663,27302,155,4366,3603,6031
BCL9L,0,0,348,0,24,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SYT11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,47,1,0,0,0,0,0,1
CNPY4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
XKR8,0,0,11,0,151,0,3,1,0,0,0,0,0,0,1,0,1,0,10,15,6746,0,0,0
TOMM40L,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0
STRADA,0,0,1,1,0,0,4,0,414,0,1,0,0,0,0,1,1,3,1610,0,1,0,0,0
UBR1,0,0,0,0,161,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENPP2,0,0,0,0,0,0,0,0,122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ANLN,0,0,176,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,365,0,0
TSFM,0,0,1,7,195,0,0,0,3,0,1,0,0,0,0,0,0,927,81,0,0,0,0,0
NME1-NME2,5709,32,1065,1532,1256,631,16143,2039,5611,6082,5572,22,785,0,3,2,10,9013,15539,42,8568,10115,3,1
ACSL3,0,2,501,893,533,0,0,0,1394,681,0,3,2007,0,0,0,0,136,479,0,2,0,9,1
ARID3A,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1,101,0,0,0,0,0
SH3BP1,0,1,0,0,147,2,37,655,938,0,0,5,0,0,0,0,0,1,569,2,231,10,0,0
PLBD1,1,0,31,352,336,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PARK2,0,0,0,0,0,0,0,0,0,0,745,0,3,0,0,0,2,1,0,0,0,0,0,1
INCENP,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT74,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A16,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
ITPA,6,0,0,19,122,0,80,1,233,0,693,0,1,0,0,0,0,5489,359,0,0,0,0,0
MSANTD2,0,0,0,0,1,0,34,0,0,0,0,0,39,0,0,0,0,1114,135,0,0,0,0,0
IFT20,0,0,2,231,292,0,680,7,122,0,13,0,0,0,0,0,0,0,7,0,0,1,0,0
NRIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
NSMAF,0,0,0,0,85,0,0,0,0,0,0,1,0,0,1,0,0,2090,75,0,7,0,0,0
TMTC2,0,0,0,0,2,0,0,0,164,451,0,1,0,0,0,0,0,1,69,0,0,0,0,0
ZKSCAN3,0,0,0,0,136,0,0,0,0,0,22,0,0,1,8,0,0,0,86,0,0,0,0,0
TRMT44,0,0,164,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,272,0,0,0,0,0
PTDSS2,2,0,0,0,3,0,0,1,0,0,0,0,2,0,1,16,19,0,149,493,0,0,0,50
GYPB,0,1,1,160,39,118,0,780,698,106,138,2,469,0,0,0,1,0,0,0,0,0,0,1
BTG3,0,0,0,0,91,1,0,0,0,0,1,2,340,0,0,0,0,0,0,0,0,0,1,47
PAQR5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,443,0,0
KIAA1737,1,1,722,299,671,0,2,612,0,3,0,1,4,0,0,2,0,0,20,4,4,4538,0,0
DPYD,0,1,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GHR,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0
CCDC153,0,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,322,0,0,0,0,0
RFX4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
AZU1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYDC1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC90784,0,0,311,0,0,0,52,0,2,0,185,0,0,0,0,0,0,1,103,0,1,0,0,0
NDST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
FAM131C,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TBX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PAH,0,0,0,0,0,0,0,0,20,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBLC,0,0,3,391,12,0,0,0,2,94,0,0,0,0,0,0,0,420,296,0,0,0,0,0
DZIP1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0
PICK1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,2,588,0,0,0
TSPAN7,0,2,0,0,0,14,0,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
UBE2A,0,1,166,748,161,0,577,23,99,157,0,0,17,0,0,316,0,1,140,6,2569,13,192,1683
LOC100125556,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,183,849,0,0,2,0,0
ZNF227,0,1,0,0,0,10,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A13,0,0,0,0,176,0,0,0,110,0,0,2,1,0,0,0,0,5,305,0,0,1,0,0
SHC2,0,0,25,0,0,0,0,0,4,0,301,0,0,0,0,0,0,2,265,0,0,0,0,0
CCDC18,0,0,0,0,141,0,0,0,0,0,0,0,20,0,0,0,0,0,116,0,0,0,0,0
PKIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,1,420,0,0
CHST14,0,0,0,2,37,0,224,2,0,0,0,0,0,0,0,0,0,0,13,0,1,1167,0,0
DYRK4,0,0,203,0,84,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NHSL1,0,0,0,0,0,0,7,0,0,526,0,0,0,0,0,0,0,11,52,0,0,0,0,0
AKR7A2,0,2,470,91,101,1,22,25,31,0,0,0,0,0,0,0,0,11052,1100,16,6989,502,0,0
ATG4D,0,0,0,0,5,0,27,11,0,19,0,0,234,137,0,9,0,2,13,0,0,0,1,261
BCAN,0,1,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEAL1,0,0,0,0,144,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF235,0,0,0,0,125,10,0,0,0,0,48,0,0,0,0,0,0,0,46,0,0,0,0,0
NTPCR,0,0,929,329,64,0,36,0,497,0,1,1,0,0,0,0,0,0,155,0,2,2,0,0
TMEM65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,0,0
CYP27C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0
MCOLN3,1,0,0,0,0,0,0,0,202,373,3,1,0,0,0,0,0,0,0,0,0,0,0,0
SGCG,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM47,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLX,285,1,565,9,0,0,10,179,107,0,0,1,0,0,0,0,0,19,7,0,2,0,0,9
PRG2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HOXC9,0,0,50,0,0,0,5,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC729799,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,445,6,0,0,0,0
RIMS1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FAIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,2,0,0
EPB41,5,2,6,704,964,26,17,2277,339,2568,1480,8,7181,103,1,3057,3885,1,372,14539,1189,2686,73,580
SPG11,0,0,0,21,275,183,56,0,294,742,321,2,0,158,0,18,0,349,216,0,0,0,0,0
ENTPD1,0,0,0,0,223,0,0,0,1,0,0,8,12,0,0,0,0,1,18,0,0,0,0,0
C17orf81,0,0,3,0,153,0,268,0,7,1,0,0,0,0,0,0,0,0,156,0,0,0,0,0
COQ6,0,0,227,47,1,0,0,0,157,0,141,0,8,0,0,0,0,0,121,139,0,0,0,0
GBGT1,0,0,0,0,109,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACBD4,0,0,0,1,6,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0
GNPDA1,0,0,0,0,0,0,0,0,226,69,19,1,0,0,0,0,0,0,477,0,0,0,0,0
DOK4,0,0,260,0,108,0,1,0,373,0,2,1,0,0,0,54,0,10,10,0,0,0,0,0
FAM184B,0,0,0,0,0,0,1,0,0,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TNFSF10,0,0,25,0,677,1,0,0,0,283,0,0,0,1,1,0,0,4,574,0,0,0,0,0
TMEM125,0,0,0,1,0,1,0,0,0,0,0,0,772,0,0,0,0,4,439,0,0,4,1,0
MATN2,0,0,3,483,1,0,0,0,85,0,0,0,0,0,2,6,9,1,1,136,0,0,0,0
LOC284837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,0,0,0
IMMP1L,0,0,322,1,0,0,0,0,1,0,0,0,0,0,0,16,0,1,11,0,1,1,0,0
KSR1,0,0,12,0,0,0,2,482,67,0,0,6,35,0,0,1,2,0,0,64,0,0,0,14
PBRM1,0,0,499,0,375,0,8,0,0,0,1,0,0,0,0,1,13,1,2,0,0,0,1,0
TANK,0,0,0,0,40,2,0,106,0,43,0,0,0,1,0,0,0,0,0,0,8,0,0,0
CES2,0,0,0,0,58,0,1,0,1,0,0,0,0,0,0,0,0,0,39,0,3,749,0,0
ZNF503,0,0,0,0,12,0,0,0,1211,341,9,5,474,0,0,0,0,0,0,0,0,0,2,1
TNNI3,0,0,0,0,0,0,0,0,12,337,1,0,1,0,0,0,0,0,0,0,0,0,0,0
APOL3,0,0,0,0,0,0,0,3,319,0,0,0,0,0,0,0,0,2,67,0,0,0,0,0
THOC5,123,1,0,0,62,0,0,0,75,0,0,0,1805,0,0,0,2,0,7,0,0,12,7,0
SPATA18,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,2,0
SLC29A1,0,0,51,0,249,0,0,33,1569,0,0,5,0,0,0,0,0,2,978,2,3,3,1,0
CYP27B1,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf62,11,0,12,1596,340,0,0,4,51,0,1,0,99,0,0,0,0,1,328,0,0,0,0,0
C5orf24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,280,0,12
RWDD1,0,0,0,1,84,0,0,145,203,252,5,2,0,0,0,0,0,0,175,0,0,0,1,0
LPPR2,0,0,0,0,126,0,81,1,535,12,1330,1,0,0,0,0,0,3,1255,0,0,443,0,0
RPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17
LOC613037,0,0,0,0,0,0,0,0,4,0,1,0,1,34,39,4,83,0,2,1,8,7,0,6
ZNF397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,241,0,12,42,1,0,0,0,1
DPY19L2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
DUSP2,0,0,2,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
