,Patient#1_CL#1,Patient#1_SC#1,Patient#2_SC#1,Patient#3_SC#1,Patient#4_SC#1,Patient#5_SC#1,Patient#2_CL#1,Patient#5_SC#2,Patient#6_CL#1,Patient#6_SC#1,Patient#7_CL#1,Patient#7_SC#2,Patient#8_SC#1,Patient#9_CL#1,Patient#9_SC#1,Patient#7_SC#1,Patient#5_CL#1,Patient#4_SC#1,Patient#4_CL#3,Patient#4_CL#1,Patient#4_CL#2,Patient#3_CL#1,Patient#10_SC#1,Patient#10_CL#1,Patient#10_CL#2,Patient#8_CL#1,Patient#8_CL#2,Patient#8_SC#2,Patient#8_SC#3
eg:6860:chr18:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:6861:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0
eg:6862:chr6:m,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6863:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6865:chr10:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eg:6866:chr12:m,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6867:chr8:p,1,2,4,0,0,0,3,3,2,2,10,5,1735,0,1907,5710,0,0,0,0,0,2,73,0,7,2,606,1,0
eg:6868:chr2:m,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,148,44,0,68,0,0,0,0
eg:6869:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:687:chr9:m,0,0,2,6,1,2,0,6,5,2,3,4,2776,566,1763,2775,0,0,0,0,0,355,116,0,1,0,23,0,13
eg:6870:chr4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6871:chr17:p,1,3,4,0,0,0,0,1,3,0,4,3,0,0,0,967,0,0,0,0,0,3,0,0,0,1,0,0,0
eg:6872:chrX:p,0,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,8,0,0,0,17,0,0
eg:6873:chr8:m,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,51,17,0,0,20,0,0
eg:6874:chr20:m,0,8,1,23,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,16,0,223,11,4,0,0,18,0,240
eg:6875:chr18:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
eg:6876:chr11:p,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,0,3,0,0,1,58,2,35
eg:6877:chr10:p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,2,10,7,0,227,1,0,189,0,0
eg:6878:chr7:m,5,0,0,259,2,0,2,1,1,0,2,0,0,0,2,0,0,0,3,206,192,150,15,3,289,60,109,1,68
eg:6879:chr5:m,10,1,4411,1,4,0,11,7,17,5,1,1,2459,7,4722,92,49,1686,1467,734,2412,11,250,3055,163,11751,842,12,5
eg:688:chr13:p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,0,0,2,358,0,0
eg:6880:chr5:m,0,2,4,1166,6,1,6,3,36,5,2,3,2,1,0,3,2,277,1288,1161,2538,23,890,776,42,10005,403,4,3
eg:6881:chr11:m,32,0,0,1,0,0,0,1,0,0,0,658,1,14,9,80,0,8,0,88,0,77,42,20,24,0,172,119,9
eg:6882:chr6:m,0,0,0,2,8,1,1,0,0,1,1,9,2,1,3096,1249,0,0,137,84,1338,892,245,44,0,2,614,0,0
eg:6883:chr1:m,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1788,0,2,0,0,0,1,0,4,0,0,0,210,0,335
eg:6884:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6885:chr6:m,0,0,0,96,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,275,484,50,254,0,0,1,14,0,0
eg:6886:chr1:m,1,4,321,2086,3,6295,17,6,9,13,19,61,9102,26676,16776,16604,6,2481,12,1,4,363,505,7,842,2,166,2,3
eg:6887:chr9:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6888:chr11:p,1141,10,5796,5928,5,0,6,3,5,3,2,23,1447,3279,14,3942,12,8150,4107,371,1115,4495,1040,10,1046,12,4293,4739,853
eg:689:chr5:p,7964,54,4130,4483,53,23,19,17,21,7,6,6,12,31,3,10,21,6114,11682,15006,13524,4407,4082,9562,7206,5931,4615,86,8961
eg:6890:chr6:m,28,0,12,3,1,1,2,0,3,0,0,0,2,2,0,343,3,94,938,153,2,238,356,1,212,8018,1922,26,4
eg:6890:chr6_apd_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6890:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,0,1,0,9,0,0
eg:6891:chr6_apd_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6891:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6892:chr6:m,177,48052,2,17,3,12,0,7,10,7,2,5,4,2,207,4,0,6,962,495,1,1179,101,935,234,28,2401,3,2
eg:6892:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6892:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6892:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6892:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6894:chr1:m,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,28,174,208,262,502,0,0,142,0,0
eg:6895:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,41,4,337,5,1
eg:6897:chr5:p,0,0,0,124,0,1,3,1,0,0,0,2,0,2,0,0,2,164,0,253,438,0,249,515,659,67,65,0,136
eg:6898:chr16:m,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0
eg:6899:chr22:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
eg:690:chr13:p,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,3,2,0,0,0,0
eg:6900:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6901:chrX:p,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,136,86,1,34,64,0,0
eg:6902:chr5:m,4,0,3,12,1,0,2,0,1,0,3,0,3,0,0,1,5,59,601,162,266,632,201,115,416,975,396,2,3
eg:6903:chr6:m,0,0,0,0,2,0,0,2,0,0,0,0,10,0,3763,1366,0,0,138,103,0,0,159,181,0,1,655,3329,0
eg:6904:chr17:p,1124,4,1,439,1,0,0,0,1,2,0,4743,0,1,0,6,0,0,0,41,0,733,187,197,584,11,835,452,8982
eg:6905:chr1:p,0,1,0,10,1,0,0,1,2,1,3,1,0,8,0,0,0,1582,1009,0,0,2,345,0,0,2,796,0,0
eg:6906:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6907:chrX:p,0,0,0,3,0,0,1,0,2,5,0,0,1,0,1,0,0,0,662,63,0,0,105,0,0,2302,154,174,0
eg:6908:chr6:p,0,0,0,210,1,1,1,1,0,0,0,38,0,0,1026,0,0,0,2,1,1,0,0,1,4,0,12,0,0
eg:6909:chr17:p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6910:chr12:m,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6911:chr16:m,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6913:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6915:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,31,0,104,1287,8,0,0,0,1,1,1,0,1,0,29,0,42
eg:6916:chr7:p,0,0,1,2,0,1,3,1,0,0,1,0,25212,0,5328,4182,2,0,0,0,0,1,1,1,296,1,3,1,0
eg:6917:chr8:m,0,0,15,42,2,0,3,1,1,0,1,2,0,1,631,500,2,344,89,357,904,103,199,4,327,1272,118,53,0
eg:6919:chr20:p,2925,21,0,3,0,0,0,0,0,0,0,1,0,0,101,0,0,338,0,78,1462,754,62,0,251,164,5239,15,32
eg:6920:chr1:m,3030,12,0,1,0,1,2,1,1,1,2,0,3,0,0,0,0,2,0,842,1,730,189,268,1191,7,1803,16,117
eg:692053:chr14:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692057:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,0,0,0
eg:692058:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
eg:692072:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,0,0,0,1,0,0,0,0,0,0,0
eg:692073:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692076:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692085:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692086:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692087:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692088:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692089:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692090:chr12:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0
eg:692091:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
eg:692092:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_apd_hap1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692092:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692094:chr9:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,337,0,0,0,0
eg:692099:chr3:m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,6,0,0
eg:6921:chr8:m,0,0,0,17,1,0,0,1,1,0,0,0,1,0,36,0,0,0,0,332,16,702,216,77,117,1404,275,2,333
eg:692106:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692107:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692108:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692109:chr3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692110:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692111:chr16:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692148:chr12:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692149:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692157:chr1:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692158:chr11:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
eg:692195:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692196:chr1:m,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,46,0,0
eg:692197:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692198:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692199:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692200:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692202:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692203:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692204:chr19:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692205:chr2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692206:chr9:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692207:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692208:chr17:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692209:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692210:chr7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692211:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692212:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0
eg:692213:chr20:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0
eg:692214:chr16:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692223:chr11:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692224:chr15:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0
eg:692225:chr2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
eg:692226:chrX:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692227:chr17:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,11,0,0
eg:692229:chr19:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_apd_hap1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_cox_hap2:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_dbb_hap3:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_mann_hap4:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_mcf_hap5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_qbl_hap6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692233:chr6_ssto_hap7:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:692234:chr1:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6923:chr16:m,0,0,1169,409,3,0,0,0,1,0,0,0,5,1,11,0,1,117,326,754,298,1938,32,102,214,5,1172,11,726
eg:692312:chr19:p,1,0,0,79,2,0,1,0,0,2,0,0,0,0,0,0,1,2,197,294,12,4,10,29,0,1,584,0,8
eg:6924:chr1:p,0,0,0,3,0,0,0,1,0,5,0,0,3,0,0,0,3,14,0,0,765,134,227,0,0,4,30,0,0
eg:6925:chr18:m,0,0,0,0,3,17,2,2,1,2,0,0,3,1,3,717,4,2,5,2,2,0,144,2,14,0,0,0,0
eg:6926:chr12:m,0,1,1,5,0,0,1,0,3,1,0,3,0,0,0,2,1,58,0,1,503,378,69,2,50,0,101,1,1
eg:6927:chr12:p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eg:6928:chr17:m,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6929:chr19:m,0,0,0,4,1,0,0,1,6,2,0,0,0,0,0,0,0,8,2,1,0,0,21,0,15,0,1,0,0
eg:6932:chr5:p,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
eg:6934:chr10:p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,88,307,68,1,0,0,1
eg:6935:chr10:p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
eg:6936:chr2:m,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,15,2,0,1
eg:6938:chr15:p,0,3,0,1,0,0,2,0,2,0,2,0,0,433,0,1,0,0,401,1,0,1,102,118,1,0,8,1,3
eg:6939:chr20:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:694:chr12:m,2796,16,2,1177,18,4,17,6,9,6,0,4,274,6,9555,2,10,1176,10,2222,1517,2107,1111,482,2,7,258,7,11
eg:6940:chr5:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,282,0,0,0,0,12,2,437,0,9,0,0
eg:6941:chr6:p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,148,1,224,0,0
eg:6941:chr6_cox_hap2:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6941:chr6_dbb_hap3:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6941:chr6_mann_hap4:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6941:chr6_mcf_hap5:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6941:chr6_qbl_hap6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6941:chr6_ssto_hap7:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6942:chr22:m,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,48,3,9,0,19,839,0
eg:6943:chr6:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6944:chr1:m,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,3,0,0,131,766,22,183,8,1886,1,390,2,0
eg:6945:chr17:p,285,1,0,179,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,107,0,10,0,565,9,19,7,2,0
eg:6947:chr11:m,0,0,0,164,0,0,0,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6948:chr22:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6949:chr5:p,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,1,54,1104,7,0,377,0,0,0,150,1,1
eg:695:chrX:m,0,0,2,3,1,2212,4,3,5,5,4,5,4,12436,2301,4385,5,1,16,1,1,3,3,2,7,0,32,65,0
eg:6950:chr6:m,0,0,1,70,27,3,11,3,0,0,4,2,659,13,1458,1974,32,2360,1916,5737,7226,5792,1700,2217,2250,10437,2727,26,13863
eg:6953:chr6:m,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6954:chr6:m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:696:chr6:p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6975:chr10:p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eg:6988:chr3:p,10,1,1,2,3,0,1,0,0,1,1,0,3,0,0,0,2,4,0,293,0,54,368,0,1,5,353,8,5
eg:699:chr2:m,0,1,1,1,0,0,0,4,0,1,0,3,0,0,0,249,0,0,0,0,0,1,202,0,0,0,112,0,0
eg:6990:chrX:m,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,669,38,0,514,135,0,5,0,1,0,0
eg:6991:chr6:m,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
