	BRx-129-2--9-29	BRx-139-1	BRx-170-1	BRx-170-2	BRx-172-1--9-30	BRx-129_2_111814	BRx-136_1_123014	BRx-136_2_123014	BRx-146-1--4-16-15	BRx-16_1_102214	BRx-16_1_120314	BRx-16_2_102214	BRx-16_2_120314	BRx-16_3_120314	BRx-172_1_111114	BRx-172_1_120114	BRx-172-1--4-16-15	BRx-172_2_111114	BRx-172-5--11-11-14	BRx-183_1_031015	BRx-183_2_031015	BRx-183-3--3-10-15	BRx-183_4_031015	BRx-183_5_031015	BRx-183_6_031015	BRx-183-7--3-10-15	BRx-111-1--10-08-15	BRx-111-1--10-19-15	BRx-111-2--10-08-15	BRx-111-3--10-08-15	BRx-131-1--09-15-15	BRx-132-1--06-09-15	BRx-146-1--08-06-15	BRx-16-3--09-09-15	BRx-16-4--09-09-15	BRx-172-1--02-01-15	BRx-172-1--06-25-15	BRx-172-1-08-04-15	BRx-172-1--08-18-15	BRx-172-1--08-25-15	BRx-172-1--09-09-15	BRx-172-2--07-07-15	BRx-172-2--08-25-15	BRx-172-3--07-07-15	BRx-180-1--06-12-15	BRx-180-1--07-02-15	BRx-213-2--08-26-15	BRx-213-3--08-26-15	BRx-245-2--09-04-15	BRx-42-1--10-20	BRx-42-1--9-14	BRx-42-1--9-22	BRx-42-1--9-29	BRx-42-2--9-14	BRx-42-2--9-29	BRx-42-3--9-29	BRx-82-1--9-15	BRx-82-1--9-29	BRx-82-2--9-15	BRx-82-2--9-29	BRx-82-3--9-15	BRx-42_1_110314	BRx-42_2_110314	BRx-82_1_012015	BRx-82_1_030915	BRx-82-1--11-13-14	BRx-82-1--1-12-15	BRx-82_2_030915	BRx-82-2--11-13-14	BRx-82_3_030915	BRx-82_5_030915	BRx-82_6_030915	BRx-82_7_030915	BRx-82-8--3-9-15
TEX33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	0	0	10	0	0	40	0	0	0	0	0	0	0	0	0	58	0	0	18	0	0	4	23	51	14	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	11	14	17	0	0	0	0	0	0	14	117	0	0	42	129	0	43	1
TF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAM	0	0	0	0	0	3	0	123	0	0	0	0	0	0	0	0	0	0	0	0	342	3	432	18	596	349	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	14	0	11	0	19	46	0	21	0	0	4	0	0	0	4	405	0	41	1	26	96	26	19	0
TFAMP1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	2	1	7	0	0	1	0	0	0	0	29	1	0	1	0	0	0	0	0	0	3	0	2	0	37	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	3	4	1	0
TFAP2A	0	1	0	0	0	0	2	275	0	0	0	0	0	0	0	0	1	0	0	0	18	75	138	7	94	144	0	0	0	0	0	488	181	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	7	26	71	24	26	0	73	0	0	0	0	0	0	78	67	282	393	5	132	119	129	116	9
TFAP2B	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	5	2782	1743	559	330	2235	4823	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	226	0	0	0	0	0	0	522	371	1756	1310	393	622	324	1607	818	711
TFAP2C	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	27	2	253	0	128	0	0	0	0	0	0	97	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	51	0	124	128	9	78	223	0	76	0	0	0	0	0	0	3	227	22	121	0	181	309	161	0	0
TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
TFAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
TFB1M	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	156	0	2	0	5	88	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	5	0	0	0	1	0	4	0	0	0	62	0	88	0	95	0	61	39	36
TFB2M	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	2	56	0	108	276	203	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43	0	23	59	72	22	0	5	0	0	0	0	0	0	2	37	192	175	0	223	66	34	39	21
TFCP2	0	0	0	0	0	0	0	54	0	0	0	14	0	0	0	0	0	0	0	0	0	114	3	0	200	129	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	153	0	0	1	0	0	0	4	15	157	52	76	0	0	0	0	19	0	0	0	1	81	574	0	0	35	29	235	10	190
TFCP2L1	0	0	0	0	0	0	38	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	147	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	114	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TFDP1	9	0	0	0	0	0	1	285	257	0	99	197	0	0	0	6	3	0	0	130	152	0	41	0	843	52	290	0	1	82	3	132	208	0	0	0	0	0	1	0	0	0	0	0	171	0	0	29	31	0	16	56	126	0	107	115	123	202	0	146	0	0	51	633	2	211	6	68	0	0	538	449	326	0
TFDP2	1	10	0	8	0	4	0	206	114	122	18	1	0	2	4	24	1	20	8	203	13	32	32	0	2	153	2271	177	78	115	109	157	127	40	12	8	51	62	22	4	343	10	91	19	894	14	67	49	51	0	29	61	204	47	84	190	53	120	38	0	17	8	0	56	2	92	4	38	8	18	302	135	17	171
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFE3	0	0	13	0	0	0	0	90	0	6	0	0	0	0	34	12	0	206	58	0	0	0	84	0	0	29	0	0	47	11	0	37	44	0	0	0	1	439	0	0	0	0	0	0	0	1	1	0	0	0	0	0	35	3	28	6	0	4	47	4	8	0	0	8	66	0	0	0	0	0	68	0	161	0
TFEB	0	0	0	0	0	0	0	119	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	33	0	1	1	0	0	0	0	0	21	51	0	385	0	232	0	221	433	405
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	2	2	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	29	482	122	76	0	1447	0	0	1	0	0	1	26	1108	10209	247	0	8510	1621	2925	514	2468
TFG	0	0	43	0	0	147	0	1052	0	531	12	0	0	0	98	202	98	112	311	0	854	219	406	0	387	660	0	0	0	0	0	352	231	4	0	263	0	2	0	57	0	0	0	0	182	0	63	22	0	0	31	56	307	105	157	454	28	61	272	0	0	0	0	34	192	434	865	257	286	482	650	826	202	11
TFIP11	0	0	0	0	0	39	0	150	0	0	18	364	0	0	0	0	0	0	0	0	985	2	25	52	194	18	0	0	0	0	0	0	0	34	2	0	0	86	0	0	0	0	0	0	2	1	16	0	0	0	0	0	95	3	30	89	0	29	0	0	3	0	0	0	8	0	0	0	0	14	0	0	0	0
TFPI	0	0	30	39	6	0	0	16	0	912	0	218	115	53	88	775	6	61	377	0	0	1	0	29	0	6	0	0	0	0	303	0	0	0	1	444	0	0	4	151	1526	0	0	128	62	11	18	29	0	0	0	0	0	0	0	22	212	0	1131	37	24	0	3	146	0	2	0	0	0	39	1	0	79	0
TFPI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	5	81	125	1	171	14	172	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFPT	0	0	3	0	0	0	0	14	0	12	1	0	0	0	26	0	0	35	3	0	0	0	23	0	59	137	0	436	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	45	24	50	57	0	37	16	0	0	0	0	0	12	0	407	135	60	126	85	171	44	102
TFR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	1	0	0	0	0	0	0	0	0	0	0	568	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
TFRC	0	0	0	0	0	0	0	1660	0	0	0	0	0	1	0	0	0	0	0	81	358	1133	118	254	2013	206	2596	0	0	1604	1	679	14	1	0	0	0	74	0	0	780	0	3	0	20	0	0	12	0	0	0	0	120	0	41	249	384	94	80	0	0	3	0	34	20	354	0	1800	102	340	136	705	142	10
TG	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	0	14	0	0	0	1	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TGDS	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	56	0	0	0	0	464	0	158	0	60	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	133	1	0	0	0	0	0	0	70	16	0	21	0	9	31	0	0	0	0	0	0	0	0	0	0	15	12	8	0	0
TGFA	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	58	0	30	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	13	31	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
TGFB1	0	21	40	132	100	49	7	0	30	880	56	403	335	61	99	835	44	205	600	51	29	0	0	0	33	6	0	0	0	0	386	0	45	210	14	261	0	12	15	36	77	308	3	1385	44	0	92	135	86	0	21	0	0	0	1	1	62	0	571	43	41	49	95	115	0	0	0	0	1	0	0	0	18	0
TGFB1I1	0	0	25	53	36	0	0	8	0	102	0	1	0	0	0	130	97	0	74	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	40	0	0	1	14	0	0	0	960	0	0	0	7	0	0	0	0	0	0	0	0	13	0	140	0	0	9	0	0	0	0	0	0	0	23	0	41	0	0
TGFB2	0	0	0	36	0	0	0	154	0	4	0	0	0	0	0	0	0	81	0	0	0	91	21	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	189	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TGFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	50	0	0	1	324	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	5	0	0	52	0	81	0	0	0	31	0	0	0	15	1238	132	20	0	557	43	176	1
TGFBI	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR1	0	0	0	0	0	0	0	80	0	0	0	113	0	0	0	7	0	0	0	0	163	231	432	0	1022	436	0	328	0	0	0	205	20	0	0	0	1608	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	18	71	43	0	5	0	0	5	0	0	6	80	636	0	434	189	163	174	423	1069	64
TGFBR2	0	0	0	144	16	29	0	152	0	175	0	69	0	0	2	231	215	511	76	0	0	0	1	0	0	0	0	0	0	0	2	0	3	1	0	231	309	0	11	23	0	0	7	101	106	0	0	0	40	0	0	0	0	5	0	33	20	0	199	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR3	0	1	0	1	0	0	0	83	0	3	12	93	0	0	0	38	0	8	1	0	5	18	2	0	4	6	0	215	0	0	32	0	1	19	1	1	642	8	5	2	11	0	12	2	148	1	9	25	10	1	1	0	2	3	2	2	0	0	9	0	1	177	0	0	0	4	0	3	7	3	15	5	186	0
TGFBRAP1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	22	0	0	11	0	0	0	0	0	0	93	0	0	0	70	133	146	10	0
TGIF1	0	0	0	0	0	0	0	466	0	0	1	0	0	0	58	0	0	0	191	0	525	8	758	91	160	503	0	0	0	1	1	643	300	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	78	0	125	947	103	151	558	0	48	1	0	0	0	0	0	173	845	1050	599	0	0	0	57	139	2
TGIF2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	35	0	71	0	0	0	5	0	1	210	0	0	1	129	62	6	0	0	0	1	0	0	4	0	0	0	13	0	0	1	0	0	0	0	0	4	1	5	0	0	0	0	0	0	0	0	0	37	0	0	0	83	1	168	1	3
TGIF2-C20ORF24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	0	0	0	0	0	0	0	0	0	177	2	0	0	0	16	0	0	0	0	0	399	0	42	0	0	0	0	0	0	12	2	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	345	0	0	15	0	0	0	0	0	0	80	13	0	0	0	150	0	0	0	0	0	0
TGM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TGOLN2	57	1	41	1161	0	2	0	190	0	728	316	76	0	48	157	773	39	564	352	110	649	147	191	126	203	581	1	2	0	0	5	172	0	11	0	383	542	365	108	51	749	2	672	368	81	1	194	8	57	0	197	1	367	48	236	512	19	248	693	0	21	0	0	32	129	208	8	190	11	101	819	813	128	142
TGS1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	14	0	19	70	152	0	308	299	0	0	0	100	2	142	7	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	36	38	43	20	0	77	0	0	0	0	0	0	1	46	0	0	0	84	162	150	4	0
TH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
TH1L	199	0	18	192	0	0	0	584	0	74	60	144	0	0	0	8	0	58	36	0	285	0	10	75	810	552	0	0	0	0	0	68	0	0	0	176	0	0	0	35	76	0	326	972	0	0	90	0	1	48	20	50	269	47	98	163	0	39	163	0	0	0	0	86	10	105	0	31	144	0	415	300	243	0
THADA	0	0	0	0	0	0	0	29	0	5	0	0	0	0	0	1	0	0	0	0	436	0	8	0	0	55	0	0	0	0	1	272	0	0	0	0	3	0	0	3	0	0	0	0	41	0	1	0	0	0	0	0	7	58	71	112	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	25	299	2
THAP1	0	0	0	0	0	0	0	147	0	87	0	0	0	0	0	83	0	0	0	0	118	0	144	0	1	90	0	0	0	0	0	28	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	16	0	1	2	0	0	0	0	0	0	0	1	0	41	40	0	56	0	0
THAP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	112	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	51	2	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
THAP11	0	0	65	0	0	0	0	65	0	283	0	95	0	0	34	258	0	0	23	0	172	0	0	0	81	163	0	0	0	0	0	0	20	0	0	136	592	0	0	22	18	0	2	82	0	0	0	0	0	0	0	0	1	0	181	37	66	68	213	0	17	8	0	67	0	0	0	0	0	1	0	0	81	0
THAP2	0	0	0	0	0	0	0	0	0	24	46	0	0	0	1	0	0	0	0	0	0	0	0	20	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	6	1	0	17	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	301	0	0	182	0	0	0	0
THAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	109	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	62	0	37	0	0	0	0	0	0	0	3	0	0	0	52	0	0	0	0	0	0	0	0	0
THAP4	0	0	0	0	0	0	0	158	0	14	0	0	0	0	0	0	0	0	0	0	163	16	21	72	264	40	0	0	0	0	0	24	156	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	2	114	14	44	40	0	0	0	0	0	0	0	0	1	24	19	0	0	108	105	87	244	12
THAP5	0	1	0	0	0	0	0	84	0	40	29	0	0	0	32	10	0	0	6	0	192	3	225	0	261	301	2	4	1	3	31	9	0	15	1	215	5	10	26	0	79	0	11	1	320	13	14	23	13	0	3	1	10	10	8	68	2	76	12	0	0	15	0	37	25	5	100	4	32	46	40	13	70	49
THAP6	0	1	0	3	0	0	0	76	0	1	5	2	0	1	0	42	0	6	3	0	284	5	0	3	254	237	8	0	0	2	5	1	4	9	3	4	2	2	4	1	9	0	6	0	190	4	11	9	2	0	6	74	38	57	79	43	2	2	8	0	0	4	0	0	0	2	0	116	0	5	148	33	129	0
THAP7	0	0	0	0	0	0	0	98	0	0	0	36	0	0	0	0	0	0	0	0	131	20	105	148	225	117	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	30	0	77	66	0	11	11	0	0	4	0	0	1	0	1	111	0	49	82	62	0	0
THAP7-AS1	0	0	7	0	0	0	0	45	0	1	4	0	1	0	0	0	0	2	8	0	34	0	0	0	62	1	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	1	0	11	2	11	1	0	0	0	0	0	1	16	2	0	1	15	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0
THAP8	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	38	0	131	0	0	0	33	0	0
THAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	430	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	12	2	0	0	3	0	0	0	0	0	0	288	0	263	0	0	0	0	0	0
THBD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	39	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
THBS1	0	10	112	2380	286	0	1	237	0	6250	0	456	1322	371	225	7891	38	1076	2825	0	88	811	300	1	375	111	0	1399	0	0	16	330	2	1	0	1998	0	1	11	130	0	1569	299	2213	27	0	8	0	0	1	0	3	29	38	1	8	325	45	5353	0	176	0	338	69	0	87	0	113	249	303	0	163	16	249
THBS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	0	0	0
THBS3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	77	0	7	40	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	20	0	0	0	0	0	0	0	0	0	46	0	18	151	131	0	0	0	0
THBS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEM4	2	0	0	2	0	10	2	3	0	0	6	0	0	0	0	15	1	5	2	0	8	8	29	0	19	18	0	2	0	0	10	17	2	12	3	0	243	16	3	0	2	0	5	1	232	0	10	7	3	0	18	0	40	3	48	15	0	3	2	0	0	3	0	0	0	4	129	23	154	149	196	72	2	2
THEM5	0	20	0	0	0	0	0	0	0	67	0	145	0	0	8	22	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	54	462	0	0	26	0	0	0	5	141	0	0	135	0	0	0	0	1	0	0	0	2	0	0	0	21	0	23	0	5	0	0	33	0	0	0	0	0	0	0	3	37	0
THEMIS	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	59	0	0	0	2	0	25	1	0	2	2	0	0	0	0	0	1	0	0	0	1	0	9	2	0	0	0	0	0	0	0	0	2	2	0	0
