Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
155859567,155885199,46.48,SYT11,protein_coding
45240302,45286341,46.29,SYT13,protein_coding
61513714,61581148,57.18,SYT7,protein_coding
7238778,7469043,40.11,SYT9,protein_coding
85694224,85811159,40.22,SYTL2,protein_coding
158650014,158764876,46.02,SYTL3,protein_coding
100674491,100732123,41.39,SYTL4,protein_coding
38006553,38128819,37.60,SYTL5,protein_coding
149218641,149411613,38.87,TAB2,protein_coding
38728186,38853028,42.76,TACC1,protein_coding
1712858,1745171,56.92,TACC3,protein_coding
63600882,63608365,49.31,TACO1,protein_coding
166856510,166876264,40.88,TADA1,protein_coding
37411498,37484368,42.78,TADA2A,protein_coding
37406886,37479725,42.79,TADA2A,protein_coding
34877462,34888071,41.17,TAF11,protein_coding
28589323,28643085,47.17,TAF12,protein_coding
9843443,9934416,39.49,TAF1B,protein_coding
84177847,84187070,59.13,TAF1C,protein_coding
32629454,32635669,46.61,TAF1L,protein_coding
26226445,26391685,38.62,TAF4B,protein_coding
229593121,229626047,41.92,TAF5L,protein_coding
141260225,141320784,42.06,TAF7,protein_coding
42050513,42087461,45.88,TAF8,protein_coding
78129748,78139650,38.33,TAF9B,protein_coding
47216290,47232220,53.17,TAL1,protein_coding
747415,765012,51.90,TALDO1,protein_coding
158968640,159232659,43.43,TANC1,protein_coding
63009556,63427699,37.68,TANC2,protein_coding
161136908,161236230,35.76,TANK,protein_coding
118149801,118372907,39.71,TAOK3,protein_coding
234391313,234479179,40.31,TARBP1,protein_coding
53500921,53506431,57.56,TARBP2,protein_coding
150487364,150507609,48.52,TARS2,protein_coding
212791828,212816830,40.56,TATDN3,protein_coding
3662895,3668679,57.29,TAX1BP3,protein_coding
154411524,154421726,56.10,TAZ,protein_coding
37891084,38139175,42.84,TBC1D1,protein_coding
30291990,30326947,52.41,TBC1D10A,protein_coding
30357102,30370494,54.56,TBC1D10B,protein_coding
94402541,94536332,38.52,TBC1D12,protein_coding
128787253,128810430,52.05,TBC1D13,protein_coding
6909242,7033118,49.50,TBC1D14,protein_coding
49877425,49888750,57.50,TBC1D17,protein_coding
423596,462566,48.23,TBC1D20,protein_coding
46762617,47175699,49.42,TBC1D22A,protein_coding
2475051,2509560,55.83,TBC1D24,protein_coding
48539714,48562609,47.97,TBC1D25,protein_coding
38181659,38192555,60.11,TBC1D3,protein_coding
75283503,75482169,38.11,TBC1D4,protein_coding
13266542,13328583,44.56,TBC1D7,protein_coding
101007228,101252866,44.30,TBC1D8,protein_coding
140620782,140756385,41.17,TBC1D9,protein_coding
42744498,42746103,54.36,TBCC,protein_coding
82923652,82946138,55.58,TBCD,protein_coding
82752042,82945914,52.85,TBCD,protein_coding
121024072,121090776,36.59,TBCEL,protein_coding
47694081,47712050,58.66,TBKBP1,protein_coding
177019340,177228000,39.31,TBL1XR1,protein_coding
73567537,73578791,52.18,TBL2,protein_coding
170554302,170572870,39.46,TBP,protein_coding
133952170,133990432,37.60,TBPL1,protein_coding
55413541,55456726,42.41,TBPL2,protein_coding
45100100,45112047,53.25,TBRG4,protein_coding
30085793,30091924,57.42,TBX6,protein_coding
3594507,3606875,55.81,TBXA2R,protein_coding
139777051,140020325,44.80,TBXAS1,protein_coding
91783410,91840185,34.86,TC2N,protein_coding
91779746,91867536,37.97,TC2N,protein_coding
64049836,64072347,61.58,TCEA2,protein_coding
23388373,23432212,48.57,TCEA3,protein_coding
23380909,23424748,48.57,TCEA3,protein_coding
103628704,103630953,50.67,TCEAL1,protein_coding
103607451,103629690,41.11,TCEAL3,protein_coding
13653189,13681964,41.39,TCEANC,protein_coding
54053584,54112519,42.31,TCEANC2,protein_coding
89873570,89913627,55.04,TCF25,protein_coding
85133392,85310387,46.98,TCF7L1,protein_coding
112950247,113167678,44.60,TCF7L2,protein_coding
62841005,62861822,48.85,TCFL5,protein_coding
109900264,109983841,46.02,TCHP,protein_coding
59852800,59866489,39.57,TCN1,protein_coding
150357629,150400308,52.46,TCOF1,protein_coding
159778498,159789703,40.84,TCP1,protein_coding
106301929,106347003,42.31,TCP11L2,protein_coding
110614027,110663431,45.94,TCTN1,protein_coding
110520312,110523021,43.87,TDGF1P3,protein_coding
89954939,90044764,42.14,TDP1,protein_coding
24649979,24666930,38.83,TDP2,protein_coding
60396457,60573878,36.41,TDRD3,protein_coding
179591613,179691272,36.77,TDRD5,protein_coding
103928456,104052667,42.70,TDRD9,protein_coding
12674421,12944737,42.76,TEAD1,protein_coding
2959330,3040676,51.60,TEAD4,protein_coding
102362941,102502477,47.28,TECPR2,protein_coding
121101243,121191490,44.12,TECTA,protein_coding
41367333,41399326,51.78,TEF,protein_coding
9068361,9129752,45.63,TEKT4P2,transcribed_unprocessed_pseudogene
75647773,75761872,42.42,TERF2IP,protein_coding
117038923,117099479,51.40,TESC,protein_coding
105145875,105279816,36.29,TET2,protein_coding
100302077,100352942,37.95,TEX10,protein_coding
112167372,112172556,36.84,TEX12,protein_coding
58556678,58692055,45.25,TEX14,protein_coding
70985942,70994873,52.41,TEX261,protein_coding
50818723,50847619,44.14,TFAP2B,protein_coding
4257186,4273075,56.39,TFAP4,protein_coding
155256134,155314493,38.43,TFB1M,protein_coding
246540561,246566261,41.90,TFB2M,protein_coding
51093656,51173135,41.94,TFCP2,protein_coding
121216587,121285202,48.53,TFCP2L1,protein_coding
113584721,113641473,53.33,TFDP1,protein_coding
41683978,41736259,54.14,TFEB,protein_coding
42362282,42366535,53.78,TFF1,protein_coding
42346357,42350997,53.52,TFF2,protein_coding
42311667,42315409,54.29,TFF3,protein_coding
100709295,100748964,36.42,TFG,protein_coding
26491225,26512505,44.89,TFIP11,protein_coding
187464230,187565760,36.60,TFPI,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107066,54115801,55.03,TFPT,protein_coding
54107020,54115657,54.86,TFPT,protein_coding
100620416,100642779,53.90,TFR2,protein_coding
196027183,196082096,42.42,TFRC,protein_coding
132866958,133134903,45.90,TG,protein_coding
94574054,94596242,36.97,TGDS,protein_coding
41301587,41353922,53.14,TGFB1,protein_coding
218345336,218444619,42.03,TGFB2,protein_coding
75958097,75983011,49.00,TGFB3,protein_coding
136028988,136063818,48.91,TGFBI,protein_coding
30606601,30694142,40.79,TGFBR2,protein_coding
91680343,91906335,42.29,TGFBR3,protein_coding
105264391,105329735,43.93,TGFBRAP1,protein_coding
36573488,36593950,51.95,TGIF2,protein_coding
2296001,2341079,47.92,TGM3,protein_coding
85318020,85328296,47.55,TGOLN2,protein_coding
67842320,67844195,59.75,THAP11,protein_coding
20999104,21002196,62.20,THAP7,protein_coding
21001886,21010342,50.16,THAP7-AS1,lncRNA
36034984,36054739,48.98,THAP8,protein_coding
82900684,82919969,37.02,THAP9,protein_coding
39581079,39599466,43.51,THBS1,protein_coding
155195588,155209051,55.30,THBS3,protein_coding
151847101,151853712,52.42,THEM5,protein_coding
157731420,157741449,42.92,THG1L,protein_coding
25016612,25026664,37.78,THNSL1,protein_coding
88170295,88186636,48.04,THNSL2,protein_coding
123600561,123733056,38.09,THOC2,protein_coding
29505879,29555216,47.17,THOC5,protein_coding
40058290,40093867,54.90,THRA,protein_coding
36224432,36305357,43.71,THRAP3,protein_coding
11370365,11832198,35.51,THSD7A,protein_coding
23555988,23560271,54.20,THTPA,protein_coding
20702816,20742084,40.19,THUMPD1,protein_coding
39736060,39779267,36.60,THUMPD2,protein_coding
134248279,134253370,43.95,THYN1,protein_coding
70209444,70248660,39.67,TIA1,protein_coding
29073521,29078857,52.56,TIAF1,protein_coding
119571802,119597029,38.16,TIAL1,protein_coding
31118416,31559977,43.86,TIAM1,protein_coding
115578496,115602479,38.23,TICAM2,protein_coding
232543883,232550557,49.47,TIGD1,protein_coding
149993118,150000654,44.21,TIGD6,protein_coding
3298808,3305729,43.98,TIGD7,protein_coding
997117,1003671,48.68,TIMM22,protein_coding
997117,1003671,48.68,TIMM22,protein_coding
997129,1003671,48.66,TIMM22,protein_coding
101345661,101348742,43.74,TIMM8A,protein_coding
47582408,47586789,53.47,TIMP1,protein_coding
78852977,78925387,52.60,TIMP2,protein_coding
32801705,32863041,47.17,TIMP3,protein_coding
31576485,31587686,55.48,TINAGL1,protein_coding
156673235,156706770,38.27,TIPARP,protein_coding
69121264,69274615,43.41,TJP2,protein_coding
78174091,78187233,53.19,TK1,protein_coding
66508003,66552544,49.54,TK2,protein_coding
28724348,28727935,60.34,TLCD1,protein_coding
81583683,81689547,43.50,TLE1,protein_coding
70047790,70098176,52.15,TLE3,protein_coding
79571773,79726882,39.28,TLE4,protein_coding
170990823,171231314,38.08,TLK1,protein_coding
35696948,35732195,51.07,TLN1,protein_coding
62390526,62844631,43.60,TLN2,protein_coding
38772238,38782990,38.76,TLR10,protein_coding
186069155,186088073,39.24,TLR3,protein_coding
52221080,52225645,61.10,TLR9,protein_coding
38988808,38996824,42.34,TM2D2,protein_coding
101621444,101652391,40.91,TM2D3,protein_coding
149369022,149377692,37.60,TM4SF1,protein_coding
4771884,4783213,50.63,TM4SF5,protein_coding
83107572,83144854,43.49,TM6SF1,protein_coding
19264364,19273391,55.28,TM6SF2,protein_coding
24189148,24195686,50.99,TM9SF1,protein_coding
24189149,24195687,50.99,TM9SF1,protein_coding
32109714,32167258,47.43,TM9SF4,protein_coding
163494442,163520539,36.88,TMA16,protein_coding
218274197,218292586,54.42,TMBIM1,protein_coding
66135846,66170072,38.11,TMBIM4,protein_coding
49707725,49764934,43.42,TMBIM6,protein_coding
205227946,205285632,51.63,TMCC2,protein_coding
113491021,113554590,48.37,TMCO3,protein_coding
10832067,10836318,56.75,TMED1,protein_coding
79311112,79427432,42.57,TMED3,protein_coding
115578642,115626161,37.42,TMED7-TICAM2,protein_coding
177592203,177597242,52.72,TMED9,protein_coding
100473149,100577636,39.37,TMEFF1,protein_coding
74776499,74839753,54.35,TMEM104,protein_coding
43211835,43220041,50.69,TMEM106A,protein_coding
47963569,47968878,46.67,TMEM106C,protein_coding
50354750,50359521,57.29,TMEM115,protein_coding
111931282,112013185,40.27,TMEM116,protein_coding
121712752,121783001,51.94,TMEM120B,protein_coding
43269983,43274002,58.26,TMEM125,protein_coding
85647967,85656547,37.69,TMEM126A,protein_coding
4235542,4248223,41.70,TMEM128,protein_coding
1715952,1721358,62.46,TMEM129,protein_coding
87037844,87328824,36.37,TMEM135,protein_coding
61362344,61369509,47.18,TMEM138,protein_coding
135148072,135166215,43.02,TMEM140,protein_coding
48332356,48364059,51.71,TMEM143,protein_coding
52671113,52686588,41.72,TMEM14A,protein_coding
85598547,85603196,60.15,TMEM150A,protein_coding
152618628,152680012,41.51,TMEM154,protein_coding
21158377,21180616,43.70,TMEM159,protein_coding
21158377,21180616,43.70,TMEM159,protein_coding
88189633,88269476,35.47,TMEM161B,protein_coding
134455759,134719000,43.72,TMEM163,protein_coding
110002631,110182734,42.06,TMEM164,protein_coding
109090764,109096934,41.99,TMEM167B,protein_coding
62500218,62511894,39.28,TMEM17,protein_coding
11537749,11583524,37.06,TMEM170B,protein_coding
932387,958656,51.83,TMEM175,protein_coding
150800403,150805118,57.55,TMEM176A,protein_coding
150791285,150801360,51.68,TMEM176B,protein_coding
119679167,119686507,52.47,TMEM177,protein_coding
663877,677406,51.40,TMEM18,protein_coding
158536436,158635429,47.37,TMEM181,protein_coding
203007374,203024848,41.51,TMEM183A,protein_coding
149596556,149631912,42.64,TMEM185A,protein_coding
120217479,120223400,50.29,TMEM185B,protein_coding
153972754,153983194,51.62,TMEM187,protein_coding
20701114,20704606,61.84,TMEM191A,transcribed_unprocessed_pseudogene
28357642,28363683,47.07,TMEM199,protein_coding
29119429,29123903,64.51,TMEM200B,protein_coding
9588911,9614877,59.34,TMEM201,protein_coding
67227103,67229278,55.38,TMEM208,protein_coding
27032910,27041694,55.00,TMEM214,protein_coding
10699015,10730023,40.19,TMEM220,protein_coding
67447084,67533739,48.53,TMEM229B,protein_coding
32214472,32222359,51.46,TMEM234,protein_coding
17752201,17800868,40.78,TMEM236,protein_coding
201620184,201643570,38.83,TMEM237,protein_coding
109015135,109119947,39.52,TMEM245,protein_coding
61277370,61281761,48.50,TMEM30B,protein_coding
41935129,41960803,35.28,TMEM33,protein_coding
105694541,105776629,37.53,TMEM38B,protein_coding
32072031,32102866,48.85,TMEM39B,protein_coding
12733528,12769457,48.61,TMEM40,protein_coding
44861900,44865666,51.92,TMEM42,protein_coding
44861904,44865670,51.92,TMEM42,protein_coding
14125015,14143680,52.71,TMEM43,protein_coding
34627075,34657285,36.98,TMEM47,protein_coding
15152532,15220478,48.41,TMEM51,protein_coding
44635238,44674481,51.53,TMEM53,protein_coding
77793728,77798434,42.07,TMEM60,protein_coding
54980628,54992288,53.31,TMEM61,protein_coding
225845536,225882380,51.62,TMEM63A,protein_coding
90621995,90791632,38.54,TMEM64,protein_coding
124306189,124372701,35.87,TMEM65,protein_coding
93754844,93819234,37.38,TMEM67,protein_coding
45688181,45694436,43.75,TMEM69,protein_coding
73972437,73982783,43.80,TMEM70,protein_coding
156282935,156293185,50.78,TMEM79,protein_coding
695591,705028,55.67,TMEM80,protein_coding
18693122,18704785,51.95,TMEM86A,protein_coding
55226638,55228784,64.28,TMEM86B,protein_coding
112055269,112119318,39.49,TMEM87B,protein_coding
7855066,7856099,63.06,TMEM88,protein_coding
35814451,35865518,49.95,TMEM8B,protein_coding
41350911,41384083,52.68,TMEM91,protein_coding
28319200,28328685,44.22,TMEM97,protein_coding
32927910,32945106,48.47,TMEM98,protein_coding
8947202,8965011,42.66,TMEM9B,protein_coding
69019827,69052339,36.60,TMF1,protein_coding
155489011,155719098,37.16,TMLHE,protein_coding
97501180,97601743,46.76,TMOD1,protein_coding
68184081,68218080,36.80,TMPRSS11BNL,transcribed_unprocessed_pseudogene
68053198,68129869,35.71,TMPRSS11F,protein_coding
50842920,50887884,39.05,TMPRSS12,protein_coding
117900641,117929459,52.18,TMPRSS13,protein_coding
42371887,42396091,50.64,TMPRSS3,protein_coding
118077012,118121890,48.55,TMPRSS4,protein_coding
2360238,2426239,52.45,TMPRSS9,protein_coding
29500840,29784759,39.27,TMTC1,protein_coding
82686880,83134870,37.42,TMTC2,protein_coding
44186970,44191929,52.72,TMUB2,protein_coding
7977346,8019805,37.73,TMX4,protein_coding
28335602,28347009,52.61,TNFAIP1,protein_coding
103121476,103137439,61.66,TNFAIP2,protein_coding
137867214,137883312,43.95,TNFAIP3,protein_coding
119268692,119399688,41.46,TNFAIP8,protein_coding
4639516,4655568,55.56,TNFAIP8L1,protein_coding
23020133,23069031,43.19,TNFRSF10B,protein_coding
23102921,23117445,45.77,TNFRSF10C,protein_coding
62325287,62391288,44.92,TNFRSF11A,protein_coding
3018445,3022383,60.12,TNFRSF12A,protein_coding
1203508,1206592,67.46,TNFRSF18,protein_coding
23570370,23676104,40.19,TNFRSF19,protein_coding
6328757,6342114,54.08,TNFRSF1A,protein_coding
47231532,47309905,41.38,TNFRSF21,protein_coding
172505508,172523475,40.83,TNFSF10,protein_coding
173183731,173207331,39.89,TNFSF4,protein_coding
171058414,171460408,39.52,TNIK,protein_coding
195863364,195911945,58.27,TNK2,protein_coding
10177060,10400259,37.26,TNKS,protein_coding
9555912,9782346,37.08,TNKS,protein_coding
91798426,91865475,37.54,TNKS2,protein_coding
45823214,45833745,51.86,TNNC2,protein_coding
201403768,201429866,52.74,TNNI1,protein_coding
55151767,55157773,57.72,TNNI3,protein_coding
1898024,1917031,61.18,TNNT3,protein_coding
1919703,1938706,61.19,TNNT3,protein_coding
12699201,12724011,54.01,TNPO2,protein_coding
5306790,5425414,54.68,TNRC18,protein_coding
40044817,40335808,42.15,TNRC6B,protein_coding
217799588,218033982,52.84,TNS1,protein_coding
47275154,47582558,48.46,TNS3,protein_coding
40475828,40501623,52.87,TNS4,protein_coding
41433494,41446801,51.16,TOB2,protein_coding
45340052,45343973,52.55,TOE1,protein_coding
1274371,1309654,57.49,TOLLIP,protein_coding
17843511,17972422,48.26,TOM1L2,protein_coding
161225939,161230746,52.75,TOMM40L,protein_coding
25597984,25664907,35.14,TOP2B,protein_coding
21957025,21982813,54.98,TOP3B,protein_coding
133598175,133662380,37.94,TOPBP1,protein_coding
32540544,32552586,42.02,TOPORS,protein_coding
129812942,129824244,52.21,TOR1A,protein_coding
127731524,127735313,59.82,TOR2A,protein_coding
179082070,179098023,52.39,TOR3A,protein_coding
137277726,137282641,67.76,TOR4A,protein_coding
58805412,59119147,37.57,TOX,protein_coding
52436417,52547802,38.66,TOX3,protein_coding
21476597,21499175,43.81,TOX4,protein_coding
7661779,7687538,48.85,TP53,protein_coding
43403061,43510728,41.72,TP53BP1,protein_coding
223779893,223845954,39.78,TP53BP2,protein_coding
34704339,34713439,55.18,TP53INP2,protein_coding
46684365,46689444,44.17,TP53RK,protein_coding
3652516,3736201,59.52,TP73,protein_coding
82373409,82381031,43.53,TPBG,protein_coding
82363206,82367420,53.86,TPBG,protein_coding
36777647,36829216,42.82,TPGS2,protein_coding
63042632,63071915,45.06,TPM1,protein_coding
35681992,35690056,54.90,TPM2,protein_coding
16067021,16103002,50.92,TPM4,protein_coding
102596986,102679958,37.69,TPP2,protein_coding
659862,693352,61.67,TPPP,protein_coding
67389809,67393518,61.24,TPPP3,protein_coding
186311652,186375693,34.16,TPR,protein_coding
3625015,3630127,52.16,TPRG1L,protein_coding
73729104,73737400,40.52,TPRKB,protein_coding
1221651,1225257,63.74,TPSG1,protein_coding
26521996,26596717,48.49,TPST2,protein_coding
10521553,10606140,38.91,TPTE,protein_coding
16601887,16698742,40.40,TPTEP1,transcribed_unprocessed_pseudogene
31739271,31801805,41.52,TPX2,protein_coding
67154185,67159909,58.67,TRADD,protein_coding
120902393,120929173,49.95,TRAF1,protein_coding
102777449,102911500,45.84,TRAF3,protein_coding
238320441,238400897,44.50,TRAF3IP1,protein_coding
111555381,111606906,44.49,TRAF3IP2,protein_coding
49828601,49856574,49.84,TRAIP,protein_coding
42013802,42225890,44.94,TRAK1,protein_coding
201377207,201451500,37.71,TRAK2,protein_coding
52497408,52577060,46.66,TRAM2,protein_coding
3651639,3717553,50.86,TRAP1,protein_coding
44012309,44106552,46.02,TRAPPC10,protein_coding
183659267,183713594,38.51,TRAPPC11,protein_coding
3401777,3486461,48.00,TRAPPC12,protein_coding
3379675,3485094,47.39,TRAPPC12,protein_coding
13712244,13734635,42.18,TRAPPC2,protein_coding
88856220,88862686,58.39,TRAPPC2L,protein_coding
36136570,36156053,49.80,TRAPPC3,protein_coding
7680833,7687703,58.08,TRAPPC5,protein_coding
39147811,39170532,40.78,TRAPPC6B,protein_coding
139727725,140458579,47.53,TRAPPC9,protein_coding
123216339,123637093,34.97,TRDN,protein_coding
118657316,118679690,49.56,TREH,protein_coding
41149342,41154337,50.72,TREML1,protein_coding
72087266,72670758,36.14,TRHDE,protein_coding
49995888,50020481,41.26,TRIM13,protein_coding
15627960,15684311,45.66,TRIM16,protein_coding
153152163,153339319,42.07,TRIM2,protein_coding
4384897,4393702,46.35,TRIM21,protein_coding
65589690,65625975,37.19,TRIM23,protein_coding
138460259,138589996,39.20,TRIM24,protein_coding
56836387,56914080,42.89,TRIM25,protein_coding
58544064,58550722,59.30,TRIM28,protein_coding
120111286,120185529,48.88,TRIM29,protein_coding
114392790,114511203,38.21,TRIM33,protein_coding
5619764,5644398,41.62,TRIM34,protein_coding
27284886,27311272,45.62,TRIM35,protein_coding
25962802,25991231,40.45,TRIM38,protein_coding
99876958,99919531,43.22,TRIM4,protein_coding
140678064,140701150,41.69,TRIM42,protein_coding
101085481,101097967,53.90,TRIM56,protein_coding
247857187,247880138,43.73,TRIM58,protein_coding
160432445,160485773,42.27,TRIM59,protein_coding
5596725,5644398,41.99,TRIM6-TRIM34,protein_coding
8612037,8682694,45.38,TRIM66,protein_coding
4598672,4608231,46.45,TRIM68,protein_coding
102644479,102658318,57.41,TRIM8,protein_coding
6737925,6751530,54.01,TRIP10,protein_coding
91965991,92040896,37.97,TRIP11,protein_coding
229763837,229923239,38.19,TRIP12,protein_coding
100867387,100873454,56.08,TRIP6,protein_coding
92883532,93017673,34.50,TRIQK,protein_coding
13104902,13117567,53.66,TRMT1,protein_coding
124450820,124462150,43.63,TRMT12,protein_coding
20111875,20117392,63.28,TRMT2A,protein_coding
8436140,8493531,49.10,TRMT44,protein_coding
5937228,5950558,42.59,TRMT6,protein_coding
28849821,28870309,41.37,TRMT61B,protein_coding
3126933,3150879,38.87,TRNT1,protein_coding
49323236,49331731,53.10,TROAP,protein_coding
35002404,35092807,42.92,TRPC4AP,protein_coding
101451564,101872562,37.74,TRPC6,protein_coding
2404515,2423045,63.70,TRPM5,protein_coding
64223799,64226254,60.14,TRPT1,protein_coding
3565444,3609411,52.60,TRPV1,protein_coding
16415571,16437003,53.24,TRPV2,protein_coding
128305159,128322447,50.99,TRUB2,protein_coding
132891348,132946874,43.24,TSC1,protein_coding
2047967,2089491,59.93,TSC2,protein_coding
44432143,44577147,38.08,TSC22D1,protein_coding
107713221,107777342,48.75,TSC22D3,protein_coding
184051651,184123978,38.96,TSEN15,protein_coding
57782761,57808071,44.14,TSFM,protein_coding
18468336,18526951,39.61,TSG101,protein_coding
75210755,75289950,44.58,TSHZ1,protein_coding
76782251,76798153,55.35,TSKU,protein_coding
142212080,142403182,55.69,TSNARE1,protein_coding
46175073,46185962,50.70,TSPAN1,protein_coding
120787320,120858402,37.17,TSPAN12,protein_coding
69451465,69507666,51.45,TSPAN15,protein_coding
44726465,44932423,50.12,TSPAN18,protein_coding
115048011,115089503,43.45,TSPAN2,protein_coding
77041404,77083984,41.92,TSPAN3,protein_coding
2301997,2318204,63.03,TSPAN32,protein_coding
129144707,129169699,48.41,TSPAN33,protein_coding
98470367,98658611,41.92,TSPAN5,protein_coding
100627108,100639991,40.40,TSPAN6,protein_coding
38561542,38688920,39.54,TSPAN7,protein_coding
41042467,41044337,55.91,TSPO2,protein_coding
53082367,53088540,52.46,TSPYL2,protein_coding
97273488,97277928,49.70,TSPYL5,protein_coding
37010859,37020183,57.04,TST,protein_coding
97600080,97633368,42.28,TSTD2,protein_coding
113314579,113383544,43.04,TTC12,protein_coding
180602163,180617828,35.08,TTC14,protein_coding
99136323,99251223,41.80,TTC23,protein_coding
139133744,139191986,38.13,TTC26,protein_coding
27978014,28679865,39.91,TTC28,protein_coding
177612999,177618742,38.84,TTC30A,protein_coding
40512333,40755963,38.63,TTC33,protein_coding
95461755,95554977,35.56,TTC37,protein_coding
51287258,51345116,51.40,TTC39A,protein_coding
15163622,15307360,40.09,TTC39B,protein_coding
54715861,54742657,42.02,TTC4,protein_coding
20256558,20305960,39.83,TTC5,protein_coding
90524564,90816479,46.46,TTC7B,protein_coding
70641916,70675366,45.28,TTC9,protein_coding
62728069,62740293,47.12,TTC9C,protein_coding
37983007,38033461,43.33,TTI1,protein_coding
33473386,33513185,43.01,TTI2,protein_coding
80003887,80042527,34.98,TTK,protein_coding
43166622,43187134,58.30,TTLL12,protein_coding
218710835,218755416,44.96,TTLL4,protein_coding
83865024,83999150,35.53,TTLL7,protein_coding
44475874,44494603,46.57,TTPAL,protein_coding
74213571,74262020,54.45,TTYH2,protein_coding
2631986,2664802,62.28,TTYH3,protein_coding
8019244,8106243,49.40,TUB,protein_coding
49184686,49189080,47.92,TUBA1A,protein_coding
219249710,219277902,49.74,TUBA4A,protein_coding
219253243,219272197,49.64,TUBA4B,protein_coding
18110100,18146683,48.30,TUBA8,protein_coding
5393101,5404828,42.75,TUBAL3,protein_coding
59019429,59026654,44.08,TUBB1,protein_coding
3223324,3231730,54.20,TUBB2B,protein_coding
42659284,42667006,51.91,TUBG2,protein_coding
43369221,43409771,42.65,TUBGCP4,protein_coding
2877223,2941138,44.99,TULP3,protein_coding
158232236,158511828,43.15,TULP4,protein_coding
50320027,50328251,59.39,TUSC2,protein_coding
15417215,15766649,36.98,TUSC3,protein_coding
52228612,52246788,57.04,TWF2,protein_coding
9334767,9402420,38.45,TWSG1,protein_coding
48066393,48134250,39.46,TXK,protein_coding
36467046,36481640,51.29,TXN2,protein_coding
52430596,52552522,36.83,TXNDC16,protein_coding
7881517,7910788,46.99,TXNDC5,protein_coding
99318982,99340702,42.12,TXNDC9,protein_coding
145992435,145996579,42.39,TXNIP,protein_coding
79970813,80033949,45.60,TXNL4A,protein_coding
72044289,72094431,44.45,TXNL4B,protein_coding
104215779,104350307,42.37,TXNRD1,protein_coding
50525752,50530032,64.42,TYMP,protein_coding
66995173,67239519,41.67,TYW1,protein_coding
74733152,74766678,40.26,TYW3,protein_coding
142964497,143060725,38.44,U2SURP,protein_coding
162561506,162599842,39.68,UAP1,protein_coding
137077517,137084539,61.53,UAP1L1,protein_coding
49805209,49813953,58.10,UBA7,protein_coding
135932969,135961373,51.81,UBAC1,protein_coding
99200774,99386504,41.75,UBAC2,protein_coding
34179005,34252523,42.80,UBAP1,protein_coding
33921693,34049388,43.32,UBAP2,protein_coding
122655722,122814473,45.84,UBASH3B,protein_coding
16380798,16382745,51.44,UBB,protein_coding
124911604,124917368,50.70,UBC,protein_coding
119574536,119591083,40.03,UBE2A,protein_coding
134371469,134392108,41.25,UBE2B,protein_coding
45812576,45816957,51.32,UBE2C,protein_coding
43926436,43956136,45.79,UBE2D4,protein_coding
23805955,23891640,41.42,UBE2E1,protein_coding
23203020,23591794,37.68,UBE2E2,protein_coding
237966827,238042782,44.85,UBE2F,protein_coding
44768580,44801826,44.85,UBE2G2,protein_coding
129830732,129952960,41.85,UBE2H,protein_coding
89326625,89352722,39.93,UBE2J1,protein_coding
39698109,39782792,41.99,UBE2K,protein_coding
57551656,57568284,48.66,UBE2L6,protein_coding
75843307,75901078,38.56,UBE2Q2,protein_coding
84526781,84571216,39.14,UBE2Q2P1,transcribed_unprocessed_pseudogene
55399745,55407788,54.64,UBE2S,protein_coding
202331657,202341980,40.71,UBE2T,protein_coding
50081124,50115959,44.49,UBE2V1,protein_coding
25333728,25439051,36.20,UBE3A,protein_coding
109477402,109536705,46.32,UBE3B,protein_coding
118359600,118399211,40.54,UBE4A,protein_coding
10032832,10181239,44.12,UBE4B,protein_coding
23557721,23574389,47.04,UBFD1,protein_coding
29764371,29850617,36.40,UBL3,protein_coding
154483717,154486615,60.68,UBL4A,protein_coding
74447821,74463026,47.95,UBL7,protein_coding
74445977,74461182,47.95,UBL7,protein_coding
139230356,139308236,39.02,UBN2,protein_coding
33388336,33441371,40.23,UBP1,protein_coding
156035299,156053798,50.71,UBQLN4,protein_coding
5514393,5518431,46.72,UBQLNL,protein_coding
42942897,43106113,39.81,UBR1,protein_coding
42564029,42693505,39.11,UBR2,protein_coding
169827454,170084131,36.88,UBR3,protein_coding
19074510,19210266,43.74,UBR4,protein_coding
93207056,93229215,43.29,UBR7,protein_coding
93207241,93229215,43.11,UBR7,protein_coding
44205033,44221626,59.52,UBTF,protein_coding
20186096,20196050,47.20,UBXN10,protein_coding
26281328,26318363,53.25,UBXN11,protein_coding
23927285,24004909,42.94,UBXN2A,protein_coding
135741734,135785056,39.75,UBXN4,protein_coding
30729131,30767006,44.55,UBXN8,protein_coding
15828206,15836328,48.16,UCA1,lncRNA
75549480,75606020,35.78,UCHL3,protein_coding
165827614,165911618,44.20,UCK2,protein_coding
73974672,73982843,52.37,UCP2,protein_coding
96521595,96555276,33.38,UFL1,protein_coding
38349849,38363619,33.90,UFM1,protein_coding
185399537,185425979,38.42,UFSP2,protein_coding
