Geneid	Br7_1_SG
LOC284561	0
TRNAH9	0
LOC101929325	0
TRNAH7	0
TRNAQ3	0
MIR5087	0
LOC102724893	0
RNVU1-10	0
MIR6077-2	0
RP6-206I17.2	0
RNVU1-3	0
LINC01138	0
PPIAL4G	0
TRNAN5-2	0
NBPF14	3
LOC100996763	2
NUDT4P1	0
LOC100996517	0
PDE4DIP	14
LOC101929787	0
NBPF9	6
LOC101060398	2
LOC101929790	0
LOC102723348	0
LOC730257	1
LOC653513	5
LOC100996761	0
LOC102723367	0
LOC100996716	0
LOC100996717	0
LOC102723816	0
NBPF19	9
TRNAN-GUU-6	0
PPIAL4C	0
LOC102723863	2
LOC642441	0
LINC00869	0
TRNAN22-2	0
LOC101927520	0
FAM231D	0
TRNAV22	0
LOC102723955	0
TRNAN8	0
HIST2H2BF	0
FCGR1A	30
LOC101927767	0
HIST2H3D	0
HIST2H4A	0
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BC	0
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
HIST2H2BE	81
HIST2H2AC	0
HIST2H2AB	0
BOLA1	66
SV2A	0
SF3B4	86
MTMR11	36
OTUD7B	77
VPS45	54
PLEKHO1	6
ANP32E	76
CA14	0
APH1A	164
C1orf54	15
C1orf51	0
MRPS21	10
PRPF3	22
RPRD2	25
TARS2	17
MIR6878	0
ECM1	26
LINC00568	0
ADAMTSL4	90
MIR4257	0
ADAMTSL4-AS1	4
MCL1	281
ENSA	91
LOC102724012	0
GOLPH3L	72
HORMAD1	0
CTSS	1873
CTSK	52
ARNT	78
LOC100996521	0
SETDB1	19
CERS2	97
ANXA9	134
FAM63A	52
PRUNE	42
BNIPL	61
C1orf56	256
CDC42SE1	274
MLLT11	0
GABPB2	16
SEMA6C	1
TNFAIP8L2	35
TNFAIP8L2-SCNM1	55
LYSMD1	1
SCNM1	55
TMOD4	0
VPS72	0
PIP5K1A	74
PSMD4	161
LOC100507670	14
ZNF687	6
PI4KB	35
RFX5	27
LOC101927886	0
SELENBP1	140
PSMB4	351
POGZ	40
CGN	37
TUFT1	56
MIR554	0
SNX27	64
CELF3	0
RIIAD1	0
MRPL9	78
OAZ3	23
TDRKH	8
LOC101927929	0
LINGO4	0
RORC	0
C2CD4D	0
LOC100132111	0
THEM5	0
THEM4	0
S100A10	1925
NBPF18P	0
S100A11	963
LOC101927949	2
LOC100131107	0
TCHHL1	0
TCHH	0
RPTN	6
HRNR	0
FLG	7
FLG-AS1	6
FLG2	4
CRNN	0
LCE5A	0
CRCT1	9
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	3
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
LOC101927988	0
SPRR4	10
SPRR1A	5
SPRR3	0
SPRR1B	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	1
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	1
PRR9	0
LOR	6
PGLYRP3	0
PGLYRP4	0
S100A9	5116
S100A12	22
S100A8	1996
S100A7A	0
S100A7L2	0
S100A7	2
S100A6	1540
S100A5	0
S100A4	1158
S100A3	0
S100A2	0
S100A16	201
S100A14	628
S100A13	25
S100A1	1
CHTOP	51
SNAPIN	19
ILF2	259
TRNAM3	0
NPR1	0
MIR8083	0
INTS3	96
SLC27A3	53
GATAD2B	23
LOC101928059	6
DENND4B	111
CRTC2	77
SLC39A1	89
MIR6737	1
CREB3L4	97
JTB	521
RAB13	75
RPS27	109
NUP210L	11
MIR5698	0
TPM3	535
MIR190B	0
C1orf189	0
C1orf43	297
UBAP2L	5
HAX1	85
AQP10	0
ATP8B2	0
LOC101928101	127
IL6R	147
SHE	0
TDRD10	0
UBE2Q1	4
CHRNB2	0
ADAR	332
KCNN3	1
PMVK	76
PBXIP1	1
PYGO2	0
LOC101928120	21
SHC1	99
CKS1B	0
MIR4258	0
FLAD1	68
LENEP	0
ZBTB7B	3
DCST2	4
DCST1	0
RP11-307C12.11	0
ADAM15	203
EFNA4	0
EFNA3	0
EFNA1	199
SLC50A1	26
DPM3	59
KRTCAP2	126
TRIM46	43
MUC1	40
MIR92B	0
THBS3	25
MTX1	17
GBAP1	0
GBA	57
FAM189B	1
SCAMP3	108
CLK2	68
HCN3	0
PKLR	0
FDPS	122
RUSC1-AS1	17
RUSC1	86
ASH1L	145
MIR555	0
POU5F1P4	0
ASH1L-AS1	20
MSTO1	10
YY1AP1	93
DAP3	154
MSTO2P	11
GON4L	16
SYT11	1
RIT1	148
KIAA0907	29
SNORA42	0
SCARNA4	0
RXFP4	0
ARHGEF2	88
MIR6738	0
SSR2	295
UBQLN4	28
LAMTOR2	67
RAB25	24
MEX3A	0
LMNA	1212
SEMA4A	0
SLC25A44	45
PMF1-BGLAP	32
PMF1	42
BGLAP	0
PAQR6	7
SMG5	25
TMEM79	2
C1orf85	87
VHLL	0
CCT3	210
TSACC	0
RHBG	0
C1orf61	3
MIR9-1	0
MEF2D	17
LOC102724180	0
IQGAP3	8
TTC24	0
APOA1BP	61
GPATCH4	94
LOC101928177	0
HAPLN2	0
BCAN	0
NES	0
CRABP2	48
ISG20L2	40
RRNAD1	63
MRPL24	108
HDGF	154
LOC102724206	0
PRCC	29
SH2D2A	0
NTRK1	0
INSRR	0
PEAR1	0
LRRC71	0
ARHGEF11	5
MIR765	0
LOC102724222	0
ETV3L	0
ETV3	18
CYCSP52	0
RP11-85G21.2	0
FCRL5	0
FCRL4	6
FCRL3	0
FCRL2	0
FCRL1	0
CD5L	0
KIRREL	0
RP11-404O13.1	0
CD1D	45
CD1A	2
CD1C	23
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	13
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	459
PYHIN1	0
IFI16	0
AIM2	0
LOC102724240	0
TRNAR16	0
CADM3	0
LOC100131825	0
DARC	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
LOC101928264	0
DUSP23	100
FCRL6	0
SLAMF8	0
C1orf204	1
VSIG8	2
CCDC19	0
TAGLN2	632
IGSF9	20
SLAMF9	0
LINC01133	0
PIGM	71
KCNJ10	0
KCNJ9	0
IGSF8	42
ATP1A2	0
ATP1A4	0
CASQ1	0
RP11-536C5.7	5
PEA15	134
DCAF8	34
PEX19	0
LOC101928319	3
COPA	324
SUMO1P3	12
NCSTN	94
NHLH1	0
VANGL2	34
SLAMF6	0
CD84	10
SLAMF1	0
CD48	194
SLAMF7	15
LY9	0
CD244	0
ITLN1	0
RP11-544M22.1	1
ITLN2	0
F11R	156
TSTD1	22
USF1	65
ARHGAP30	125
PVRL4	75
KLHDC9	0
PFDN2	20
NIT1	29
DEDD	20
UFC1	103
USP21	29
PPOX	11
B4GALT3	46
ADAMTS4	0
NDUFS2	146
FCER1G	835
APOA2	0
TOMM40L	0
MIR5187	0
NR1I3	0
PCP4L1	0
MPZ	0
SDHC	53
C1orf192	0
TRNAV29	0
TRNAE23	0
TRNAN32	0
TRNAG7	0
TRNAD18	0
TRNAL38	0
TRNAG30	0
TRNAE13	0
TRNAG24	0
TRNAD11	0
TRNAL5	0
TRNAG23	0
TRNAE22	0
TRNAG13	0
TRNAD13	0
TRNAL30	0
TRNAG21	0
TRNAE18	0
TRNAG17	0
TRNAD6	0
TRNAL35	0
TRNAG15	0
TRNAE5	0
TRNAG9	0
TRNAD5	0
TRNAL14	0
TRNAG25	0
FCGR2A	197
TRNAG31	0
HSPA6	3
TRNAL6	0
TRNAG8	0
TRNAN14	0
FCGR3A	56
FCGR2C	8
HSPA7	0
TRNAL3	0
FCGR3B	0
FCGR2B	0
RPL31P11	2
FCRLA	0
FCRLB	0
DUSP12	38
LOC102724329	0
ATF6	63
OLFML2B	0
NOS1AP	29
MIR4654	0
MIR556	0
C1orf111	0
C1orf226	0
SH2D1B	0
UHMK1	121
LOC102724358	0
UAP1	0
DDR2	1
HSD17B7	0
C1orf110	0
RGS4	26
RGS5	0
RP11-267N12.1	0
NUF2	0
LOC100422212	0
PBX1	67
LOC102724387	0
RP11-506O24.1	0
LMX1A	0
RXRG	0
RP11-280O1.2	0
LRRC52	0
MGST3	205
ALDH9A1	70
LOC440700	0
TMCO1	111
RP11-466F5.8	0
UCK2	55
MIR3658	9
FAM78B	0
MIR921	0
FMO9P	0
POGK	0
TADA1	5
LOC101928459	0
ILDR2	0
MAEL	0
GPA33	0
DUSP27	0
LOC101928484	0
POU2F1	5
CD247	0
LOC101928512	0
CREG1	234
LOC102724466	1
RCSD1	57
TRNAP11	0
TRNAP4	0
MPZL1	23
ADCY10	3
MPC2	69
DCAF6	45
MIR1255B2	0
GPR161	7
TIPRL	78
SFT2D2	25
ANKRD36BP1	4
TBX19	0
MIR557	0
RP5-968D22.1	0
RP5-968D22.3	0
XCL2	0
XCL1	0
DPT	0
LINC00626	0
LINC00970	0
LOC101928596	0
ATP1B1	320
NME7	174
BLZF1	48
CCDC181	0
SLC19A2	43
F5	0
SELP	0
SELL	230
SELE	0
LOC101928628	0
METTL18	0
C1orf112	2
SCYL3	0
KIFAP3	2
METTL11B	0
MIR3119-1	0
MIR3119-2	0
LINC01142	0
RP11-576I22.2	0
GORAB	0
PRRX1	0
MROH9	0
FMO3	0
MIR1295A	0
MIR1295B	0
FMO6P	0
FMO2	1
FMO1	2
FMO4	0
TOP1P1	1
PRRC2C	321
MYOC	0
VAMP4	0
METTL13	26
DNM3	0
DNM3OS	0
MIR214	0
MIR3120	0
MIR199A2	0
LOC102724541	0
LOC102724528	0
C1orf105	0
PIGC	69
SUCO	8
FASLG	0
TNFSF18	0
TNFSF4	0
LOC100506023	14
LOC102724568	0
LOC101928673	21
PRDX6	141
SLC9C2	0
ANKRD45	0
LOC730159	0
KLHL20	19
CENPL	0
DARS2	94
GAS5-AS1	6
GAS5	198
SNORD81	3
SNORD47	3
SNORD80	7
SNORD79	1
SNORD78	6
SNORD44	3
SNORD77	2
SNORD76	7
SNORD75	0
SNORD74	0
ZBTB37	0
SERPINC1	0
RC3H1	180
LOC102724601	0
RABGAP1L	131
GPR52	0
RP1-102G20.5	0
LOC102724578	0
CACYBP	43
MRPS14	58
TNN	0
KIAA0040	0
TNR	10
LOC101928727	0
RP11-222A5.1	0
RFWD2	17
SCARNA3	0
PAPPA2	0
LOC102724649	0
ASTN1	0
MIR488	0
BRINP2	1
LOC102724661	0
RP11-63B19.1	0
SEC16B	0
LOC730102	6
RASAL2-AS1	0
RASAL2	9
LINC00083	0
LOC101928866	0
TEX35	0
C1orf220	0
MIR4424	0
LOC646976	14
RALGPS2	122
ANGPTL1	0
LOC102724754	0
FAM20B	0
TOR3A	43
ABL2	11
SOAT1	89
AXDND1	0
NPHS2	0
TDRD5	2
FAM163A	0
TOR1AIP2	147
TOR1AIP1	38
LOC101928933	0
CEP350	175
QSOX1	266
FLJ23867	4
LHX4	0
RP5-1180C10.2	0
ACBD6	0
MIR3121	0
XPR1	0
KIAA1614	0
LOC102724791	0
STX6	68
MR1	55
IER5	75
RP11-540K16.1	0
GM140	0
CACNA1E	0
ZNF648	0
GS1-122H1.2	0
GLUL	1200
TEDDM1	0
LINC00272	0
RGSL1	0
RNASEL	6
RGS16	0
LOC284648	0
RGS8	0
NPL	26
DHX9	103
SHCBP1L	0
LAMC1	1
LAMC2	0
NMNAT2	0
SMG7-AS1	10
SMG7	23
NCF2	638
ARPC5	234
RGL1	7
APOBEC4	0
COLGALT2	0
TSEN15	19
LOC102724830	0
LOC102724846	0
C1orf21	21
LOC102724857	0
LOC101929044	0
EDEM3	19
FAM129A	47
LOC101929069	0
RNF2	24
TRMT1L	4
SWT1	4
IVNS1ABP	121
LOC102724641	39
GS1-279B7.1	0
LOC102724897	0
GS1-204I12.1	0
HMCN1	6
PRG4	8
TPR	212
C1orf27	53
OCLM	0
LOC102724919	0
PDC	0
PTGS2	640
PLA2G4A	0
LOC101929766	0
BRINP3	0
RP11-547I7.2	0
RP11-463J7.2	0
RGS18	25
RGS21	5
RGS1	20
RGS13	0
MIR4426	70
RGS2	45
LOC102724954	1
UCHL5	37
TROVE2	6
GLRX2	18
CDC73	131
LOC101929160	0
MIR1278	0
B3GALT2	0
LOC101929184	0
LOC102723336	0
KCNT2	3
MIR4735	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	3
CFHR2	0
CFHR5	0
F13B	0
ASPM	0
ZBTB41	7
CRB1	1
DENND1B	41
C1orf53	0
LHX9	0
NEK7	0
ATP6V1G3	0
PTPRC	599
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
FLJ43585	0
NR5A2	0
LINC00862	0
ZNF281	5
KIF14	4
DDX59	9
RP11-92G12.3	0
CAMSAP2	38
GPR25	0
C1orf106	0
MROH3P	0
KIF21B	55
LOC101929305	0
CACNA1S	0
ASCL5	0
TMEM9	66
IGFN1	0
PKP1	0
LOC101929326	0
TNNT2	0
LAD1	12
LOC101929343	0
TNNI1	0
LOC101929367	0
PHLDA3	1
CSRP1	154
RPS10P7	0
NAV1	44
IPO9-AS1	4
MIR5191	0
MIR1231	0
IPO9	58
MIR6739	0
SHISA4	1
LMOD1	0
TIMM17A	24
RNPEP	37
LOC102723465	0
MIR6740	1
ELF3	329
GPR37L1	0
ARL8A	10
PTPN7	27
PTPRVP	0
LGR6	0
LOC101929388	0
UBE2T	2
PPP1R12B	0
SYT2	0
LOC101926929	0
KDM5B	171
PCAT6	0
LOC102723494	0
LOC641515	0
RP11-480I12.7	2
RABIF	0
KLHL12	59
ADIPOR1	159
CYB5R1	153
LOC100506747	0
TMEM183A	31
PPFIA4	2
MYOG	0
ADORA1	0
MYBPH	0
CHI3L1	0
CHIT1	0
RP11-134P9.3	2
LINC01136	6
BTG2	186
FMOD	233
LOC102723529	0
PRELP	0
OPTC	0
ATP2B4	101
SNORA77	0
LINC00260	0
LOC102723543	3
LAX1	0
ZC3H11A	91
ZBED6	0
SNRPE	31
LINC00303	0
SOX13	28
ETNK2	0
LOC101929441	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	33
LINC00628	0
PPP1R15B	188
PIK3C2B	29
TRNAK16	0
TRNAK34	0
MDM4	121
LRRN2	94
NFASC	151
CNTN2	0
TMEM81	0
RBBP5	0
DSTYK	42
TMCC2	0
LOC101929459	0
NUAK2	7
KLHDC8A	0
LOC102724743	0
LEMD1-AS1	1
LEMD1	0
BLACAT1	0
MIR135B	0
RP11-576D8.4	0
TRNAK11	0
CDK18	52
LOC284578	0
MFSD4	3
ELK4	14
SLC45A3	0
NUCKS1	89
RAB7L1	0
SLC41A1	39
LOC101059976	13
PM20D1	0
LOC284581	8
SLC26A9	0
RAB7B	4
CTSE	0
C1orf186	0
LOC100505650	0
AVPR1B	0
FAM72A	0
SRGAP2	21
IKBKE	28
MIR6769B	0
RASSF5	41
EIF2D	0
DYRK3	0
MAPKAPK2	52
IL10	0
IL19	0
IL20	0
IL24	0
FAIM3	0
PIGR	0
FCAMR	0
C1orf116	0
YOD1	35
PFKFB2	1
C4BPB	0
C4BPA	0
CD55	265
LOC101929363	0
CR2	0
CR1	39
CR1L	0
CD46	334
MIR29C	0
MIR29B2	0
LOC101929385	0
LOC148696	0
CD34	0
PLXNA2	8
LOC100509303	0
LOC101929476	0
MIR205HG	0
MIR205	0
CAMK1G	0
LAMB3	129
MIR4260	1
LOC101930114	0
G0S2	613
HSD11B1	12
TRAF3IP3	18
C1orf74	0
IRF6	52
DIEXF	32
SYT14	8
SERTAD4-AS1	0
SERTAD4	0
HHAT	0
KCNH1	10
KCNH1-IT1	0
RCOR3	27
TRAF5	80
LINC00467	5
RD3	0
SLC30A1	0
NEK2	0
RP11-122M14.1	0
LPGAT1	128
LOC102723727	0
INTS7	31
DTL	0
RPL21P28	1
MIR3122	0
RP11-15I11.3	0
PPP2R5A	38
SNORA16B	0
TMEM206	0
NENF	38
RP11-61J19.3	30
ATF3	36
FAM71A	0
LOC102723761	0
BATF3	0
NSL1	58
TATDN3	1
C1orf227	2
FLVCR1-AS1	0
FLVCR1	114
VASH2	0
ANGEL2	63
RPS6KC1	0
PROX1-AS1	4
LINC00538	0
PROX1	4
LOC102723802	0
SMYD2	27
PTPN14	11
CENPF	0
KCNK2	0
LOC101929612	0
KCTD3	34
USH2A	6
LOC102723833	0
ESRRG	37
GPATCH2	37
SPATA17	2
LINC00210	0
RP11-152L7.2	0
RRP15	10
RP11-224O19.2	0
TGFB2	1
RP11-135J2.4	0
LYPLAL1	30
LOC101929666	0
LOC101929648	0
LOC102723886	0
LOC101929713	1
LOC101929689	0
SLC30A10	0
EPRS	208
BPNT1	47
IARS2	61
MIR215	0
MIR194-1	0
RAB3GAP2	65
MIR664	0
SNORA36B	0
AURKAPS1	0
MARK1	0
C1orf115	6
MARC2	54
MARC1	0
LOC101930644	0
RP11-295M18.2	0
HLX-AS1	3
HLX	15
LOC101929750	0
C1orf140	0
DUSP10	274
RP11-191N8.2	0
TRNAT19	0
LOC101926901	0
LOC102723986	0
HHIPL2	0
TAF1A	1
LOC100506161	0
MIA3	156
AIDA	12
BROX	133
FAM177B	0
LOC102724017	2
DISP1	49
LOC102724046	0
TLR5	9
SUSD4	8
C1orf65	0
CAPN8	22
CAPN8-2	60
CAPN2	450
TP53BP2	45
LOC101060626	0
LOC441124	0
LOC101927054	0
LOC100288102	1
LOC101926980	7
LOC100287497	2
FBXO28	19
DEGS1	132
LOC101927143	0
RP11-365O16.6	0
NVL	0
MIR320B2	0
CNIH4	10
LOC101927185	0
WDR26	10
MIR4742	2
LOC101928291	0
CNIH3	0
LOC102723817	0
DNAH14	0
LBR	29
ENAH	192
LOC102723834	0
SRP9	77
EPHX1	5
TMEM63A	99
LEFTY1	0
PYCR2	29
MIR6741	0
LEFTY2	0
SDE2	37
H3F3A	29
ACBD3	59
LOC101927247	0
MIXL1	1
LIN9	0
PARP1	246
C1orf95	0
ITPKB	65
ITPKB-IT1	0
PSEN2	0
ADCK3	38
CDC42BPA	0
ZNF678	0
LOC100130093	1
JMJD4	2
SNAP47	1
PRSS38	0
WNT9A	0
MIR5008	0
LOC728728	0
WNT3A	0
LOC100506571	0
ARF1	705
MIR3620	9
C1orf35	25
MRPL55	149
GUK1	368
GJC2	0
IBA57-AS1	0
IBA57	0
C1orf145	0
OBSCN	32
LOC101927401	0
TRIM11	153
MIR6742	0
TRIM17	0
HIST3H3	0
HIST3H2A	15
HIST3H2BB	0
MIR4666A	0
RNF187	53
BTNL10	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RHOU	3
DUSP5P1	0
RNA5S17	0
LOC102723935	0
RAB4A	42
SPHAR	1
CCSAP	0
ACTA1	1
NUP133	52
RP4-613A2.1	0
ABCB10	14
TAF5L	20
URB2	0
LOC101927504	0
LOC101927532	4
GALNT2	52
PGBD5	0
LOC101927553	0
COG2	10
AGT	24
CAPN9	24
C1orf198	26
LOC101927576	0
RP5-858B6.3	0
TTC13	18
ARV1	92
LOC102724026	0
FAM89A	0
MIR1182	0
TRIM67	0
RP5-1097F14.3	0
C1orf131	0
GNPAT	55
EXOC8	34
SPRTN	0
EGLN1	77
LOC102724041	0
SNRPD2P2	0
TSNAX-DISC1	62
TSNAX	26
LINC00582	0
DISC1	52
DISC2	5
LOC101927660	0
SIPA1L2	61
RP11-66A2.2	0
MAP10	23
LOC101927711	0
NTPCR	0
PCNXL2	4
LOC101927736	11
KIAA1804	1
KCNK1	42
MIR4427	5
SLC35F3	0
LOC102724100	0
MIR4671	0
LOC101927765	4
COA6	22
TARBP1	22
RP5-855F14.1	3
IRF2BP2	397
LINC00184	0
RP4-781K5.4	0
LINC01132	0
PP2672	0
LOC731656	0
TOMM20	102
SNORA14B	0
RBM34	4
ARID4B	177
MIR4753	0
GGPS1	7
TBCE	29
B3GALNT2	100
GNG4	0
LOC101927906	0
LYST	116
MIR1537	0
NID1	26
GPR137B	2
ERO1LB	6
EDARADD	65
LGALS8	65
LGALS8-AS1	0
HEATR1	80
ACTN2	0
MTR	82
MT1HL1	0
RYR2	10
MIR4428	0
RP11-193H5.1	1
ZP4	0
LINC01139	0
LOC102724174	0
CHRM3	1
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	0
FMN2	0
GREM2	0
LOC100506929	0
RGS7	0
MIR3123	0
FH	0
KMO	28
OPN3	12
CHML	26
WDR64	0
EXO1	1
MAP1LC3C	6
PLD5	0
RP11-261C10.3	0
CEP170	35
SDCCAG8	10
MIR4677	0
LOC102724256	0
AKT3	1
RP11-278H7.1	0
ZBTB18	22
LOC440742	0
C1orf100	0
ADSS	117
C1orf101	0
DESI2	22
COX20	98
HNRNPU-AS1	111
HNRNPU	358
LOC101928068	0
EFCAB2	0
KIF26B	0
SMYD3	24
LOC101928089	0
RP11-690C23.2	0
TFB2M	105
CNST	0
LOC101928139	0
LOC102724382	0
SCCPDH	198
KIF28P	0
LOC149134	0
AHCTF1	0
ZNF695	0
ZNF670-ZNF695	0
ZNF670	0
ZNF669	56
FLJ39095	0
C1orf229	0
ZNF124	5
MIR3916	2
VN1R5	0
ZNF496	27
LOC102724425	0
NLRP3	833
OR2B11	65
OR2W5	0
GCSAML	0
GCSAML-AS1	0
OR2C3	0
LOC102724435	0
OR2G2	0
OR2G3	0
LOC102724446	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	0
OR2W3	0
OR2T8	0
OR2L13	13
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	4
LYPD8	0
SH3BP5L	0
MIR3124	0
ZNF672	43
ZNF692	7
TRNAL19	0
TRNAE24	0
PGBD2	1
LOC102723376	0
LOC102723363	0
TUBB8	0
ZMYND11	31
DIP2C	1
LOC101930421	0
MIR5699	0
PRR26	23
LARP4B	85
LOC101927762	0
GTPBP4	63
IDI2	0
IDI2-AS1	17
LOC102723422	80
IDI1	145
WDR37	22
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LOC101929564	0
LINC00700	0
MIR6072	0
LINC00701	0
LOC101927824	0
PFKP	12
LOC101927848	0
PITRM1	148
PITRM1-AS1	28
LOC101927880	0
KLF6	4072
LOC101927904	0
MIR6078	0
LOC101927946	0
RP11-433J20.1	9
LINC00702	0
LINC00703	0
LINC00704	0
LINC00705	0
AKR1E2	0
AKR1C6P	0
LOC101928027	0
AKR1C1	1
AKR1C2	0
LOC101928051	0
AKR1C3	0
AKR1CL1	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	9
CALML5	0
CALML3	0
LOC102723629	0
LOC102723615	0
ASB13	0
FAM208B	256
GDI2	348
TRNAV26	0
ANKRD16	0
FBXO18	5
IL15RA	33
IL2RA	0
LOC102723642	0
RBM17	65
LOC101928080	0
PFKFB3	109
MIR3155A	0
MIR3155B	0
RP11-563J2.2	0
DKFZp667F0711	0
PRKCQ	0
LOC102723695	0
PRKCQ-AS1	0
LOC101928130	0
LOC102723721	0
LINC00706	0
LINC00707	0
SFMBT2	0
ITIH5	0
LOC101928171	0
ITIH2	0
KIN	0
ATP5C1	249
LOC101928197	0
TAF3	20
GATA3	242
GATA3-AS1	6
LINC00708	0
LOC101928272	0
LINC00709	1
RP5-933E2.1	0
RP11-271F18.4	0
SFTA1P	0
CELF2	71
LINC00710	0
CELF2-AS2	0
CELF2-AS1	0
USP6NL	0
USP6NL-IT1	0
LOC439951	0
ECHDC3	0
PROSER2	8
PROSER2-AS1	0
UPF2	54
DHTKD1	0
SEC61A2	2
MIR548AK	0
NUDT5	27
CDC123	6
CAMK1D	77
MIR4480	0
MIR4481	0
MIR548Q	0
LOC283070	9
CCDC3	11
OPTN	14
MCM10	3
RNU6-2	0
UCMA	0
PHYH	3
SEPHS1	0
LOC102723860	0
BEND7	0
PRPF18	27
FRMD4A	0
LOC101928524	0
LOC102723887	0
RP11-397C18.2	0
MIR4293	0
MIR1265	0
FAM107B	33
CDNF	0
HSPA14	51
SUV39H2	0
DCLRE1C	73
MEIG1	0
LOC101928562	0
OLAH	1
ACBD7	0
C10orf111	0
RPP38	0
NMT2	0
PPIAP30	0
LOC102724013	0
LOC101928623	0
FAM171A1	0
LOC101928655	0
ITGA8	0
LOC101928678	0
FAM188A	46
LOC102724039	0
PTER	47
C1QL3	0
LOC101928701	0
RSU1	71
CUBN	3
TRDMT1	4
VIM-AS1	253
VIM	1395
ST8SIA6	9
ST8SIA6-AS1	0
PTPLA	3
STAM	12
TMEM236	0
MRC1	0
MIR511-1	0
SLC39A12	0
RP11-110H10.2	0
CACNB2	0
NSUN6	9
LOC102724059	0
ARL5B	59
MALRD1	1
LOC102724082	0
RP11-354E11.2	0
PLXDC2	163
MIR4675	0
NEBL	3
C10orf113	0
NEBL-AS1	0
RNU6-15P	0
CASC10	0
MIR1915	0
SKIDA1	0
MLLT10	50
DNAJC1	141
EBLN1	0
TRNAN11	0
LOC100130992	0
COMMD3	24
COMMD3-BMI1	37
BMI1	31
SPAG6	0
LOC100499489	0
LOC100289455	0
PIP4K2A	60
LOC101928970	0
ARMC3	38
MSRB2	16
PTF1A	0
C10orf115	0
C10orf67	0
MIR1254-2	0
OTUD1	230
KIAA1217	11
MIR603	0
LOC101928997	0
ARHGAP21	0
PRTFDC1	0
ENKUR	1
THNSL1	4
RP11-80K21.3	0
GPR158-AS1	0
GPR158	8
LINC00836	0
RP11-435M3.2	0
MYO3A	0
GAD2	0
APBB1IP	51
LOC101929117	0
LINC00264	0
LOC102724202	0
LINC00202-2	0
PDSS1	8
ABI1	43
LINC00202-1	8
LOC101929149	0
LOC102724218	0
ANKRD26	3
YME1L1	55
MASTL	0
ACBD5	46
LRRC37A6P	0
ARMC4P1	0
LOC102724245	1
LOC101929180	0
PTCHD3	0
RAB18	59
MKX	5
LOC101929202	0
ARMC4	0
MPP7	27
MIR8086	0
WAC-AS1	10
WAC	57
BAMBI	0
LINC00837	0
RP11-478H13.3	0
C10orf126	0
LOC101929236	0
LYZL1	0
PTCHD3P1	54
SVIL	57
LOC102724316	0
MIR604	0
MIR938	0
LOC102724333	0
KIAA1462	0
LOC101929256	0
LOC101929279	0
MTPAP	42
MIR7162	0
MAP3K8	115
LYZL2	0
SVILP1	0
ZNF438	9
LOC101929352	0
LOC101929946	0
ZEB1-AS1	0
ZEB1	0
LOC100996668	0
LOC100505502	0
LOC646034	0
ARHGAP12	2
KIF5B	46
EPC1	75
LOC102031319	0
LOC101929431	0
CCDC7	15
ITGB1	133
LOC101929475	0
LOC101929447	0
NRP1	76
LINC00838	0
PARD3	0
PARD3-AS1	0
CUL2	18
MIR3611	0
CREM	6
CCNY	117
GJD4	0
FZD8	0
MIR4683	0
PCAT5	1
ANKRD30A	312
LOC102724509	8
LOC101929498	13
LINC00993	30
MTRNR2L7	1
LOC102724533	0
ZNF248	0
ZNF33BP1	0
ZNF25	0
