Geneid	Br7_7_12
LOC284561	0
TRNAH9	0
LOC101929325	0
TRNAH7	0
TRNAQ3	0
MIR5087	0
LOC102724893	0
RNVU1-10	0
MIR6077-2	0
RP6-206I17.2	3
RNVU1-3	0
LINC01138	1
PPIAL4G	0
TRNAN5-2	0
NBPF14	18
LOC100996763	0
NUDT4P1	0
LOC100996517	0
PDE4DIP	8
LOC101929787	0
NBPF9	0
LOC101060398	8
LOC101929790	0
LOC102723348	0
LOC730257	0
LOC653513	8
LOC100996761	0
LOC102723367	0
LOC100996716	0
LOC100996717	0
LOC102723816	0
NBPF19	6
TRNAN-GUU-6	0
PPIAL4C	0
LOC102723863	0
LOC642441	0
LINC00869	0
TRNAN22-2	0
LOC101927520	1
FAM231D	0
TRNAV22	0
LOC102723955	0
TRNAN8	0
HIST2H2BF	0
FCGR1A	0
LOC101927767	0
HIST2H3D	0
HIST2H4A	0
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BC	0
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
HIST2H2BE	0
HIST2H2AC	0
HIST2H2AB	2
BOLA1	16
SV2A	0
SF3B4	66
MTMR11	123
OTUD7B	54
VPS45	32
PLEKHO1	46
ANP32E	53
CA14	0
APH1A	359
C1orf54	15
C1orf51	0
MRPS21	184
PRPF3	57
RPRD2	125
TARS2	0
MIR6878	0
ECM1	20
LINC00568	0
ADAMTSL4	27
MIR4257	0
ADAMTSL4-AS1	0
MCL1	291
ENSA	169
LOC102724012	0
GOLPH3L	133
HORMAD1	0
CTSS	345
CTSK	34
ARNT	75
LOC100996521	0
SETDB1	32
CERS2	84
ANXA9	34
FAM63A	7
PRUNE	21
BNIPL	65
C1orf56	216
CDC42SE1	167
MLLT11	9
GABPB2	0
SEMA6C	0
TNFAIP8L2	0
TNFAIP8L2-SCNM1	79
LYSMD1	9
SCNM1	87
TMOD4	0
VPS72	0
PIP5K1A	21
PSMD4	139
LOC100507670	0
ZNF687	36
PI4KB	134
RFX5	38
LOC101927886	0
SELENBP1	101
PSMB4	515
POGZ	73
CGN	41
TUFT1	248
MIR554	0
SNX27	131
CELF3	6
RIIAD1	0
MRPL9	1
OAZ3	7
TDRKH	27
LOC101927929	0
LINGO4	0
RORC	32
C2CD4D	11
LOC100132111	5
THEM5	0
THEM4	21
S100A10	1992
NBPF18P	0
S100A11	1485
LOC101927949	1
LOC100131107	0
TCHHL1	0
TCHH	0
RPTN	0
HRNR	0
FLG	5
FLG-AS1	0
FLG2	0
CRNN	0
LCE5A	0
CRCT1	2
LCE3E	0
LCE3D	10
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
LOC101927988	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	21
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	6
LOR	0
PGLYRP3	1
PGLYRP4	0
S100A9	5015
S100A12	576
S100A8	2944
S100A7A	0
S100A7L2	0
S100A7	0
S100A6	5517
S100A5	0
S100A4	218
S100A3	0
S100A2	11
S100A16	1010
S100A14	1810
S100A13	344
S100A1	0
CHTOP	59
SNAPIN	57
ILF2	339
TRNAM3	0
NPR1	0
MIR8083	0
INTS3	72
SLC27A3	66
GATAD2B	17
LOC101928059	0
DENND4B	43
CRTC2	29
SLC39A1	155
MIR6737	0
CREB3L4	45
JTB	495
RAB13	131
RPS27	102
NUP210L	3
MIR5698	0
TPM3	712
MIR190B	0
C1orf189	0
C1orf43	330
UBAP2L	24
HAX1	121
AQP10	0
ATP8B2	0
LOC101928101	0
IL6R	38
SHE	0
TDRD10	0
UBE2Q1	42
CHRNB2	59
ADAR	424
KCNN3	1
PMVK	68
PBXIP1	45
PYGO2	39
LOC101928120	14
SHC1	51
CKS1B	0
MIR4258	0
FLAD1	105
LENEP	0
ZBTB7B	3
DCST2	3
DCST1	0
RP11-307C12.11	3
ADAM15	47
EFNA4	56
EFNA3	1
EFNA1	648
SLC50A1	61
DPM3	50
KRTCAP2	155
TRIM46	0
MUC1	0
MIR92B	0
THBS3	83
MTX1	32
GBAP1	0
GBA	34
FAM189B	10
SCAMP3	33
CLK2	72
HCN3	4
PKLR	4
FDPS	786
RUSC1-AS1	143
RUSC1	93
ASH1L	217
MIR555	0
POU5F1P4	0
ASH1L-AS1	26
MSTO1	8
YY1AP1	137
DAP3	192
MSTO2P	21
GON4L	104
SYT11	0
RIT1	69
KIAA0907	26
SNORA42	0
SCARNA4	0
RXFP4	0
ARHGEF2	20
MIR6738	0
SSR2	621
UBQLN4	13
LAMTOR2	261
RAB25	66
MEX3A	19
LMNA	1847
SEMA4A	0
SLC25A44	43
PMF1-BGLAP	16
PMF1	25
BGLAP	0
PAQR6	13
SMG5	63
TMEM79	0
C1orf85	13
VHLL	0
CCT3	214
TSACC	0
RHBG	2
C1orf61	0
MIR9-1	0
MEF2D	135
LOC102724180	0
IQGAP3	1
TTC24	0
APOA1BP	243
GPATCH4	103
LOC101928177	0
HAPLN2	0
BCAN	8
NES	36
CRABP2	664
ISG20L2	21
RRNAD1	0
MRPL24	26
HDGF	310
LOC102724206	0
PRCC	54
SH2D2A	0
NTRK1	0
INSRR	0
PEAR1	4
LRRC71	0
ARHGEF11	20
MIR765	0
LOC102724222	0
ETV3L	0
ETV3	87
CYCSP52	0
RP11-85G21.2	0
FCRL5	0
FCRL4	0
FCRL3	5
FCRL2	0
FCRL1	0
CD5L	0
KIRREL	0
RP11-404O13.1	0
CD1D	0
CD1A	0
CD1C	0
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	101
PYHIN1	0
IFI16	2
AIM2	0
LOC102724240	0
TRNAR16	0
CADM3	0
LOC100131825	0
DARC	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
LOC101928264	0
DUSP23	109
FCRL6	0
SLAMF8	0
C1orf204	0
VSIG8	0
CCDC19	14
TAGLN2	1788
IGSF9	42
SLAMF9	0
LINC01133	0
PIGM	47
KCNJ10	0
KCNJ9	3
IGSF8	109
ATP1A2	0
ATP1A4	22
CASQ1	0
RP11-536C5.7	9
PEA15	141
DCAF8	29
PEX19	13
LOC101928319	7
COPA	500
SUMO1P3	4
NCSTN	153
NHLH1	0
VANGL2	0
SLAMF6	0
CD84	0
SLAMF1	0
CD48	0
SLAMF7	0
LY9	0
CD244	0
ITLN1	0
RP11-544M22.1	0
ITLN2	0
F11R	319
TSTD1	357
USF1	1
ARHGAP30	70
PVRL4	196
KLHDC9	33
PFDN2	72
NIT1	83
DEDD	82
UFC1	245
USP21	0
PPOX	0
B4GALT3	74
ADAMTS4	0
NDUFS2	372
FCER1G	200
APOA2	0
TOMM40L	3
MIR5187	0
NR1I3	0
PCP4L1	0
MPZ	0
SDHC	49
C1orf192	0
TRNAV29	0
TRNAE23	0
TRNAN32	0
TRNAG7	0
TRNAD18	0
TRNAL38	0
TRNAG30	0
TRNAE13	0
TRNAG24	0
TRNAD11	0
TRNAL5	0
TRNAG23	0
TRNAE22	0
TRNAG13	0
TRNAD13	0
TRNAL30	0
TRNAG21	0
TRNAE18	0
TRNAG17	0
TRNAD6	0
TRNAL35	0
TRNAG15	0
TRNAE5	0
TRNAG9	0
TRNAD5	0
TRNAL14	0
TRNAG25	0
FCGR2A	0
TRNAG31	0
HSPA6	0
TRNAL6	0
TRNAG8	1
TRNAN14	0
FCGR3A	16
FCGR2C	0
HSPA7	0
TRNAL3	0
FCGR3B	41
FCGR2B	0
RPL31P11	0
FCRLA	0
FCRLB	0
DUSP12	2
LOC102724329	0
ATF6	197
OLFML2B	0
NOS1AP	121
MIR4654	0
MIR556	0
C1orf111	0
C1orf226	10
SH2D1B	0
UHMK1	93
LOC102724358	0
UAP1	113
DDR2	0
HSD17B7	27
C1orf110	0
RGS4	0
RGS5	0
RP11-267N12.1	0
NUF2	0
LOC100422212	0
PBX1	337
LOC102724387	21
RP11-506O24.1	0
LMX1A	0
RXRG	0
RP11-280O1.2	0
LRRC52	0
MGST3	819
ALDH9A1	44
LOC440700	0
TMCO1	304
RP11-466F5.8	0
UCK2	0
MIR3658	0
FAM78B	0
MIR921	3
FMO9P	0
POGK	77
TADA1	11
LOC101928459	0
ILDR2	0
MAEL	0
GPA33	0
DUSP27	0
LOC101928484	0
POU2F1	48
CD247	0
LOC101928512	0
CREG1	89
LOC102724466	1
RCSD1	38
TRNAP11	0
TRNAP4	0
MPZL1	144
ADCY10	0
MPC2	109
DCAF6	60
MIR1255B2	0
GPR161	0
TIPRL	67
SFT2D2	42
ANKRD36BP1	1
TBX19	0
MIR557	0
RP5-968D22.1	0
RP5-968D22.3	0
XCL2	0
XCL1	0
DPT	0
LINC00626	0
LINC00970	17
LOC101928596	0
ATP1B1	872
NME7	380
BLZF1	6
CCDC181	6
SLC19A2	62
F5	16
SELP	0
SELL	187
SELE	0
LOC101928628	0
METTL18	6
C1orf112	3
SCYL3	0
KIFAP3	23
METTL11B	0
MIR3119-1	0
MIR3119-2	0
LINC01142	0
RP11-576I22.2	0
GORAB	2
PRRX1	0
MROH9	0
FMO3	0
MIR1295A	0
MIR1295B	0
FMO6P	0
FMO2	0
FMO1	0
FMO4	0
TOP1P1	0
PRRC2C	429
MYOC	0
VAMP4	15
METTL13	29
DNM3	4
DNM3OS	0
MIR214	0
MIR3120	0
MIR199A2	0
LOC102724541	0
LOC102724528	0
C1orf105	0
PIGC	285
SUCO	331
FASLG	0
TNFSF18	0
TNFSF4	0
LOC100506023	0
LOC102724568	0
LOC101928673	0
PRDX6	145
SLC9C2	0
ANKRD45	0
LOC730159	0
KLHL20	5
CENPL	0
DARS2	31
GAS5-AS1	1
GAS5	88
SNORD81	0
SNORD47	0
SNORD80	8
SNORD79	2
SNORD78	0
SNORD44	0
SNORD77	0
SNORD76	3
SNORD75	0
SNORD74	0
ZBTB37	8
SERPINC1	0
RC3H1	166
LOC102724601	0
RABGAP1L	27
GPR52	0
RP1-102G20.5	0
LOC102724578	0
CACYBP	13
MRPS14	8
TNN	0
KIAA0040	31
TNR	0
LOC101928727	0
RP11-222A5.1	0
RFWD2	61
SCARNA3	0
PAPPA2	5
LOC102724649	0
ASTN1	0
MIR488	0
BRINP2	0
LOC102724661	0
RP11-63B19.1	0
SEC16B	8
LOC730102	0
RASAL2-AS1	0
RASAL2	27
LINC00083	0
LOC101928866	0
TEX35	0
C1orf220	0
MIR4424	0
LOC646976	12
RALGPS2	135
ANGPTL1	7
LOC102724754	0
FAM20B	82
TOR3A	13
ABL2	57
SOAT1	93
AXDND1	0
NPHS2	0
TDRD5	62
FAM163A	0
TOR1AIP2	104
TOR1AIP1	148
LOC101928933	0
CEP350	220
QSOX1	715
FLJ23867	52
LHX4	0
RP5-1180C10.2	44
ACBD6	92
MIR3121	0
XPR1	205
KIAA1614	0
LOC102724791	0
STX6	14
MR1	10
IER5	97
RP11-540K16.1	0
GM140	0
CACNA1E	13
ZNF648	0
GS1-122H1.2	0
GLUL	568
TEDDM1	0
LINC00272	0
RGSL1	0
RNASEL	69
RGS16	0
LOC284648	1
RGS8	0
NPL	0
DHX9	209
SHCBP1L	0
LAMC1	0
LAMC2	0
NMNAT2	0
SMG7-AS1	0
SMG7	51
NCF2	70
ARPC5	189
RGL1	0
APOBEC4	1
COLGALT2	0
TSEN15	7
LOC102724830	0
LOC102724846	0
C1orf21	16
LOC102724857	0
LOC101929044	0
EDEM3	178
FAM129A	89
LOC101929069	0
RNF2	44
TRMT1L	62
SWT1	0
IVNS1ABP	255
LOC102724641	40
GS1-279B7.1	0
LOC102724897	0
GS1-204I12.1	0
HMCN1	20
PRG4	13
TPR	312
C1orf27	49
OCLM	0
LOC102724919	0
PDC	0
PTGS2	192
PLA2G4A	0
LOC101929766	0
BRINP3	0
RP11-547I7.2	0
RP11-463J7.2	0
RGS18	7
RGS21	0
RGS1	0
RGS13	0
MIR4426	203
RGS2	616
LOC102724954	0
UCHL5	16
TROVE2	185
GLRX2	71
CDC73	86
LOC101929160	0
MIR1278	0
B3GALT2	0
LOC101929184	0
LOC102723336	0
KCNT2	0
MIR4735	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	0
ZBTB41	103
CRB1	0
DENND1B	95
C1orf53	0
LHX9	0
NEK7	9
ATP6V1G3	0
PTPRC	216
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
FLJ43585	0
NR5A2	0
LINC00862	0
ZNF281	183
KIF14	0
DDX59	27
RP11-92G12.3	0
CAMSAP2	6
GPR25	0
C1orf106	0
MROH3P	0
KIF21B	0
LOC101929305	0
CACNA1S	0
ASCL5	0
TMEM9	129
IGFN1	0
PKP1	256
LOC101929326	0
TNNT2	0
LAD1	43
LOC101929343	1
TNNI1	0
LOC101929367	0
PHLDA3	31
CSRP1	46
RPS10P7	0
NAV1	194
IPO9-AS1	6
MIR5191	0
MIR1231	0
IPO9	350
MIR6739	1
SHISA4	32
LMOD1	0
TIMM17A	93
RNPEP	191
LOC102723465	22
MIR6740	1
ELF3	1223
GPR37L1	5
ARL8A	44
PTPN7	0
PTPRVP	0
LGR6	2
LOC101929388	0
UBE2T	5
PPP1R12B	73
SYT2	1
LOC101926929	0
KDM5B	391
PCAT6	19
LOC102723494	0
LOC641515	0
RP11-480I12.7	0
RABIF	43
KLHL12	18
ADIPOR1	81
CYB5R1	305
LOC100506747	0
TMEM183A	25
PPFIA4	0
MYOG	0
ADORA1	0
MYBPH	0
CHI3L1	0
CHIT1	0
RP11-134P9.3	0
LINC01136	0
BTG2	36
FMOD	180
LOC102723529	0
PRELP	0
OPTC	0
ATP2B4	119
SNORA77	0
LINC00260	0
LOC102723543	0
LAX1	0
ZC3H11A	79
ZBED6	106
SNRPE	97
LINC00303	0
SOX13	47
ETNK2	46
LOC101929441	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	43
LINC00628	0
PPP1R15B	60
PIK3C2B	45
TRNAK16	0
TRNAK34	0
MDM4	186
LRRN2	103
NFASC	2
CNTN2	0
TMEM81	0
RBBP5	58
DSTYK	34
TMCC2	0
LOC101929459	0
NUAK2	29
KLHDC8A	0
LOC102724743	0
LEMD1-AS1	0
LEMD1	0
BLACAT1	0
MIR135B	0
RP11-576D8.4	0
TRNAK11	0
CDK18	6
LOC284578	0
MFSD4	0
ELK4	159
SLC45A3	0
NUCKS1	263
RAB7L1	64
SLC41A1	14
LOC101059976	6
PM20D1	0
LOC284581	15
SLC26A9	0
RAB7B	48
CTSE	0
C1orf186	0
LOC100505650	0
AVPR1B	0
FAM72A	0
SRGAP2	62
IKBKE	32
MIR6769B	0
RASSF5	81
EIF2D	13
DYRK3	0
MAPKAPK2	519
IL10	0
IL19	0
IL20	0
IL24	0
FAIM3	28
PIGR	0
FCAMR	0
C1orf116	38
YOD1	152
PFKFB2	86
C4BPB	0
C4BPA	0
CD55	194
LOC101929363	0
CR2	0
CR1	28
CR1L	0
CD46	1396
MIR29C	0
MIR29B2	0
LOC101929385	0
LOC148696	0
CD34	0
PLXNA2	296
LOC100509303	0
LOC101929476	0
MIR205HG	0
MIR205	0
CAMK1G	0
LAMB3	1200
MIR4260	10
LOC101930114	0
G0S2	107
HSD11B1	0
TRAF3IP3	33
C1orf74	4
IRF6	208
DIEXF	46
SYT14	0
SERTAD4-AS1	0
SERTAD4	0
HHAT	0
KCNH1	0
KCNH1-IT1	0
RCOR3	144
TRAF5	96
LINC00467	1
RD3	0
SLC30A1	0
NEK2	1
RP11-122M14.1	0
LPGAT1	140
LOC102723727	0
INTS7	0
DTL	35
RPL21P28	2
MIR3122	0
RP11-15I11.3	0
PPP2R5A	64
SNORA16B	0
TMEM206	65
NENF	159
RP11-61J19.3	0
ATF3	0
FAM71A	0
LOC102723761	0
BATF3	0
NSL1	31
TATDN3	9
C1orf227	0
FLVCR1-AS1	0
FLVCR1	155
VASH2	0
ANGEL2	28
RPS6KC1	9
PROX1-AS1	0
LINC00538	0
PROX1	0
LOC102723802	0
SMYD2	27
PTPN14	105
CENPF	0
KCNK2	0
LOC101929612	0
KCTD3	333
USH2A	0
LOC102723833	0
ESRRG	15
GPATCH2	136
SPATA17	1
LINC00210	0
RP11-152L7.2	0
RRP15	11
RP11-224O19.2	20
TGFB2	881
RP11-135J2.4	0
LYPLAL1	2
LOC101929666	0
LOC101929648	0
LOC102723886	0
LOC101929713	2
LOC101929689	0
SLC30A10	0
EPRS	447
BPNT1	6
IARS2	160
MIR215	0
MIR194-1	0
RAB3GAP2	92
MIR664	0
SNORA36B	0
AURKAPS1	0
MARK1	12
C1orf115	3
MARC2	105
MARC1	15
LOC101930644	0
RP11-295M18.2	0
HLX-AS1	0
HLX	0
LOC101929750	0
C1orf140	0
DUSP10	308
RP11-191N8.2	0
TRNAT19	0
LOC101926901	0
LOC102723986	0
HHIPL2	0
TAF1A	3
LOC100506161	0
MIA3	368
AIDA	5
BROX	237
FAM177B	0
LOC102724017	22
DISP1	0
LOC102724046	0
TLR5	0
SUSD4	0
C1orf65	0
CAPN8	104
CAPN8-2	283
CAPN2	849
TP53BP2	39
LOC101060626	0
LOC441124	0
LOC101927054	0
LOC100288102	0
LOC101926980	0
LOC100287497	0
FBXO28	32
DEGS1	182
LOC101927143	0
RP11-365O16.6	15
NVL	151
MIR320B2	0
CNIH4	199
LOC101927185	0
WDR26	92
MIR4742	0
LOC101928291	0
CNIH3	0
LOC102723817	0
DNAH14	43
LBR	83
ENAH	1538
LOC102723834	0
SRP9	197
EPHX1	83
TMEM63A	151
LEFTY1	0
PYCR2	8
MIR6741	0
LEFTY2	0
SDE2	45
H3F3A	28
ACBD3	193
LOC101927247	0
MIXL1	0
LIN9	1
PARP1	80
C1orf95	33
ITPKB	37
ITPKB-IT1	0
PSEN2	0
ADCK3	29
CDC42BPA	251
ZNF678	28
LOC100130093	64
JMJD4	31
SNAP47	32
PRSS38	0
WNT9A	1
MIR5008	0
LOC728728	0
WNT3A	0
LOC100506571	12
ARF1	792
MIR3620	12
C1orf35	26
MRPL55	3
GUK1	696
GJC2	0
IBA57-AS1	0
IBA57	0
C1orf145	0
OBSCN	106
LOC101927401	0
TRIM11	73
MIR6742	0
TRIM17	0
HIST3H3	0
HIST3H2A	15
HIST3H2BB	0
MIR4666A	0
RNF187	90
BTNL10	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RHOU	313
DUSP5P1	0
RNA5S17	0
LOC102723935	0
RAB4A	139
SPHAR	34
CCSAP	2
ACTA1	0
NUP133	120
RP4-613A2.1	0
ABCB10	23
TAF5L	26
URB2	14
LOC101927504	0
LOC101927532	0
GALNT2	58
PGBD5	0
LOC101927553	0
COG2	71
AGT	0
CAPN9	52
C1orf198	152
LOC101927576	0
RP5-858B6.3	0
TTC13	144
ARV1	49
LOC102724026	0
FAM89A	0
MIR1182	0
TRIM67	0
RP5-1097F14.3	0
C1orf131	9
GNPAT	38
EXOC8	128
SPRTN	7
EGLN1	34
LOC102724041	0
SNRPD2P2	0
TSNAX-DISC1	29
TSNAX	42
LINC00582	0
DISC1	0
DISC2	0
LOC101927660	0
SIPA1L2	79
RP11-66A2.2	0
MAP10	0
LOC101927711	0
NTPCR	60
PCNXL2	4
LOC101927736	0
KIAA1804	0
KCNK1	191
MIR4427	0
SLC35F3	0
LOC102724100	0
MIR4671	0
LOC101927765	16
COA6	25
TARBP1	39
RP5-855F14.1	0
IRF2BP2	676
LINC00184	0
RP4-781K5.4	0
LINC01132	0
PP2672	0
LOC731656	12
TOMM20	609
SNORA14B	0
RBM34	119
ARID4B	325
MIR4753	0
GGPS1	7
TBCE	7
B3GALNT2	49
GNG4	30
LOC101927906	0
LYST	71
MIR1537	0
NID1	0
GPR137B	2
ERO1LB	0
EDARADD	33
LGALS8	102
LGALS8-AS1	0
HEATR1	131
ACTN2	0
MTR	22
MT1HL1	0
RYR2	0
MIR4428	0
RP11-193H5.1	2
ZP4	0
LINC01139	0
LOC102724174	0
CHRM3	0
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	0
FMN2	3
GREM2	0
LOC100506929	0
RGS7	57
MIR3123	0
FH	16
KMO	0
OPN3	0
CHML	0
WDR64	0
EXO1	0
MAP1LC3C	0
PLD5	0
RP11-261C10.3	0
CEP170	18
SDCCAG8	24
MIR4677	0
LOC102724256	0
AKT3	5
RP11-278H7.1	0
ZBTB18	31
LOC440742	0
C1orf100	0
ADSS	99
C1orf101	0
DESI2	31
COX20	84
HNRNPU-AS1	94
HNRNPU	408
LOC101928068	9
EFCAB2	33
KIF26B	0
SMYD3	210
LOC101928089	9
RP11-690C23.2	0
TFB2M	50
CNST	19
LOC101928139	0
LOC102724382	0
SCCPDH	695
KIF28P	5
LOC149134	0
AHCTF1	64
ZNF695	0
ZNF670-ZNF695	0
ZNF670	1
ZNF669	94
FLJ39095	0
C1orf229	0
ZNF124	21
MIR3916	0
VN1R5	0
ZNF496	147
LOC102724425	0
NLRP3	0
OR2B11	0
OR2W5	0
GCSAML	0
GCSAML-AS1	0
OR2C3	0
LOC102724435	0
OR2G2	0
OR2G3	0
LOC102724446	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	0
OR2W3	0
OR2T8	0
OR2L13	0
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	1
LYPD8	0
SH3BP5L	84
MIR3124	0
ZNF672	36
ZNF692	62
TRNAL19	0
TRNAE24	0
PGBD2	0
LOC102723376	0
LOC102723363	0
TUBB8	0
ZMYND11	36
DIP2C	40
LOC101930421	0
MIR5699	0
PRR26	0
LARP4B	173
LOC101927762	0
GTPBP4	125
IDI2	0
IDI2-AS1	145
LOC102723422	229
IDI1	669
WDR37	3
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LOC101929564	0
LINC00700	0
MIR6072	0
LINC00701	0
LOC101927824	0
PFKP	297
LOC101927848	0
PITRM1	32
PITRM1-AS1	28
LOC101927880	0
KLF6	2225
LOC101927904	4
MIR6078	0
LOC101927946	0
RP11-433J20.1	0
LINC00702	0
LINC00703	0
LINC00704	2
LINC00705	0
AKR1E2	0
AKR1C6P	0
LOC101928027	0
AKR1C1	0
AKR1C2	0
LOC101928051	0
AKR1C3	0
AKR1CL1	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	150
CALML5	349
CALML3	0
LOC102723629	0
LOC102723615	0
ASB13	0
FAM208B	74
GDI2	156
TRNAV26	0
ANKRD16	0
FBXO18	22
IL15RA	23
IL2RA	0
LOC102723642	0
RBM17	45
LOC101928080	0
PFKFB3	72
MIR3155A	0
MIR3155B	0
RP11-563J2.2	0
DKFZp667F0711	0
PRKCQ	0
LOC102723695	0
PRKCQ-AS1	0
LOC101928130	0
LOC102723721	0
LINC00706	0
LINC00707	0
SFMBT2	0
ITIH5	0
LOC101928171	0
ITIH2	0
KIN	1
ATP5C1	131
LOC101928197	2
TAF3	34
GATA3	463
GATA3-AS1	25
LINC00708	0
LOC101928272	0
LINC00709	0
RP5-933E2.1	0
RP11-271F18.4	0
SFTA1P	0
CELF2	91
LINC00710	20
CELF2-AS2	0
CELF2-AS1	13
USP6NL	0
USP6NL-IT1	0
LOC439951	0
ECHDC3	2
PROSER2	5
PROSER2-AS1	47
UPF2	10
DHTKD1	31
SEC61A2	14
MIR548AK	0
NUDT5	110
CDC123	0
CAMK1D	16
MIR4480	0
MIR4481	0
MIR548Q	0
LOC283070	0
CCDC3	0
OPTN	77
MCM10	0
RNU6-2	0
UCMA	0
PHYH	31
SEPHS1	31
LOC102723860	0
BEND7	5
PRPF18	68
FRMD4A	0
LOC101928524	0
LOC102723887	0
RP11-397C18.2	0
MIR4293	0
MIR1265	0
FAM107B	44
CDNF	41
HSPA14	9
SUV39H2	0
DCLRE1C	32
MEIG1	0
LOC101928562	0
OLAH	0
ACBD7	0
C10orf111	2
RPP38	10
NMT2	0
PPIAP30	0
LOC102724013	0
LOC101928623	0
FAM171A1	0
LOC101928655	0
ITGA8	0
LOC101928678	0
FAM188A	28
LOC102724039	0
PTER	3
C1QL3	0
LOC101928701	0
RSU1	3
CUBN	0
TRDMT1	3
VIM-AS1	10
VIM	195
ST8SIA6	0
ST8SIA6-AS1	0
PTPLA	3
STAM	51
TMEM236	0
MRC1	1
MIR511-1	0
SLC39A12	0
RP11-110H10.2	0
CACNB2	0
NSUN6	1
LOC102724059	0
ARL5B	4
MALRD1	0
LOC102724082	0
RP11-354E11.2	0
PLXDC2	0
MIR4675	0
NEBL	196
C10orf113	26
NEBL-AS1	0
RNU6-15P	0
CASC10	0
MIR1915	0
SKIDA1	1
MLLT10	44
DNAJC1	218
EBLN1	0
TRNAN11	0
LOC100130992	0
COMMD3	53
COMMD3-BMI1	117
BMI1	85
SPAG6	0
LOC100499489	0
LOC100289455	0
PIP4K2A	1
LOC101928970	0
ARMC3	0
MSRB2	28
PTF1A	0
C10orf115	0
C10orf67	0
MIR1254-2	0
OTUD1	3
KIAA1217	116
MIR603	0
LOC101928997	0
ARHGAP21	19
PRTFDC1	0
ENKUR	0
THNSL1	0
RP11-80K21.3	0
GPR158-AS1	0
GPR158	0
LINC00836	0
RP11-435M3.2	0
MYO3A	0
GAD2	0
APBB1IP	0
LOC101929117	0
LINC00264	0
LOC102724202	0
LINC00202-2	0
PDSS1	0
ABI1	1
LINC00202-1	0
LOC101929149	0
LOC102724218	0
ANKRD26	0
YME1L1	71
MASTL	8
ACBD5	59
LRRC37A6P	1
ARMC4P1	0
LOC102724245	0
LOC101929180	0
PTCHD3	0
RAB18	101
MKX	0
LOC101929202	0
ARMC4	0
MPP7	0
MIR8086	0
WAC-AS1	9
WAC	82
BAMBI	0
LINC00837	0
RP11-478H13.3	0
C10orf126	0
LOC101929236	0
LYZL1	0
PTCHD3P1	4
SVIL	80
LOC102724316	0
MIR604	0
MIR938	0
LOC102724333	0
KIAA1462	0
LOC101929256	0
LOC101929279	0
MTPAP	0
MIR7162	0
MAP3K8	51
LYZL2	0
SVILP1	0
ZNF438	0
LOC101929352	0
LOC101929946	0
ZEB1-AS1	0
ZEB1	0
LOC100996668	0
LOC100505502	0
LOC646034	0
ARHGAP12	220
KIF5B	440
EPC1	202
LOC102031319	0
LOC101929431	1
CCDC7	30
ITGB1	163
LOC101929475	0
LOC101929447	0
NRP1	71
LINC00838	0
PARD3	40
PARD3-AS1	0
CUL2	48
MIR3611	0
CREM	2
CCNY	22
GJD4	0
FZD8	0
MIR4683	0
PCAT5	0
ANKRD30A	762
LOC102724509	47
LOC101929498	136
LINC00993	247
MTRNR2L7	0
LOC102724533	0
ZNF248	0
ZNF33BP1	0
ZNF25	0
